18953,7,95,,,1082,1077273,0185260A,20220922T110900,911968915861694910534078,20221002T080001,20221002T192604,372,293,160,95,23,5,293,LULA,65,false,0
18350,23,42,,,1023,1232651,E9D55F46,20221001T191000,632210634392525040540856,20221002T080001,20221002T205203,376,317,212,83,9,11,317,LULA,129,false,0
20613,74,127,,,1082,1247992,7A6A32FE,20220923T083700,222415223273923387586351,20221002T080001,20221002T185548,253,212,183,8,7,10,212,LULA,175,false,0
19518,62,203,,,1031,1241532,C88641D6,20220915T115500,011165016367127347268151,20221002T080001,20221002T175712,331,263,180,59,16,3,263,LULA,121,false,0
20214,19,11,,,1040,1232791,10449D37,20220916T140700,755881750626976368434169,20221002T080001,20221002T190249,375,292,192,64,17,12,292,LULA,128,false,0
20575,56,65,,,1015,1249139,D05B8C80,20220920T145300,947395946337904968592947,20221002T080001,20221002T173049,328,270,204,40,13,7,270,LULA,164,false,0
20575,56,69,,,1015,1243838,BAFDF15E,20220920T142700,189719187300153357678341,20221002T080001,20221002T173916,318,251,191,44,10,5,251,LULA,147,false,0
19399,14,133,,,1236,1293440,B99F38AF,20220922T165700,706321709128343416897118,20221002T080001,20221002T170114,292,206,150,31,15,4,206,LULA,119,false,0
20150,14,28,,,1198,1249659,225DAD6B,20220922T165700,553906558119194068461485,20221002T082902,20221002T170052,199,155,122,18,4,7,155,LULA,104,false,0
19399,14,32,,,1236,1343651,B99F38AF,20220922T164800,282179283586909389366778,20221002T090033,20221002T170026,291,205,157,13,20,9,205,LULA,144,false,0
20150,14,39,,,1252,1293601,3B58B36F,20220922T165300,513502515127872434184785,20221002T080001,20221002T180457,318,246,191,29,14,11,246,LULA,162,false,0
20150,14,8,,,1066,1303665,18355351,20220922T164500,139764132302549134934577,20221002T080001,20221002T180431,297,250,174,53,13,7,250,LULA,121,false,0
20958,29,99,,,1031,1293484,192C0C96,20220923T114800,203233202195360303030238,20221002T080001,20221002T174808,256,195,151,22,7,12,195,LULA,129,false,0
19925,67,72,,,1023,1238432,995046DA,20220928T090000,689087687594180236490441,20221002T080001,20221002T170547,287,237,174,43,11,7,237,LULA,131,false,0
21431,31,118,,,1015,1235831,DE674904,20220921T094600,353667353458002045081096,20221002T080001,20221002T191224,346,293,197,58,24,12,293,LULA,139,false,0
21059,42,143,,,1058,1249425,01D4EF33,20220922T111700,360386367971090747763131,20221002T080001,20221002T192441,332,250,201,28,11,7,250,LULA,173,false,0
19356,62,98,,,1066,1290115,98A7E6BC,20220915T115500,709234705585811925349348,20221002T080001,20221002T190002,342,290,210,58,6,10,290,LULA,152,false,0
19895,41,138,,,1058,1248055,451D502D,20220920T113200,170956175640557466719301,20221002T080001,20221002T185913,345,262,229,12,9,9,262,LULA,217,false,0
20575,56,46,,,1031,1250067,BAFDF15E,20220920T144900,805981808762097389312189,20221002T080001,20221002T173228,272,233,174,34,12,8,233,LULA,140,false,0
19399,14,209,,,1058,1292918,E46B0C62,20220922T164000,403391402661468956070038,20221002T083139,20221002T172422,300,242,148,68,13,10,242,LULA,80,false,0
19399,14,210,,,1058,1290464,B99F38AF,20220922T164100,726523722430850416297762,20221002T080001,20221002T181354,305,241,155,63,13,10,241,LULA,92,false,0
21512,59,165,,,1023,1292486,504BB52F,20220926T154100,686302687863061943401629,20221002T080919,20221002T170942,299,261,167,53,34,5,261,LULA,114,false,0
21270,32,12,,,1066,1293490,F501CCEA,20220920T095900,426485421899283429420689,20221002T080001,20221002T183935,338,252,169,58,16,8,252,LULA,111,false,0
20338,41,13,,,1350,1294192,BF705270,20220920T113000,146253149655380870347613,20221002T083528,20221002T190244,304,250,180,40,12,12,250,LULA,140,false,0
20850,16,77,,,1295,2031240,800D9A2F,20220921T110700,659838658304203198054834,20221002T080001,20221002T170116,299,258,131,96,13,12,258,LULA,35,false,0
19330,67,1,,,1015,1248143,04635D5E,20220928T094200,691588698697694579247944,20221002T080001,20221002T185911,287,228,180,26,4,14,228,LULA,154,false,0
21750,3,171,,,1023,2203547,5F008275,20220927T100300,902523909188609511610278,20221002T080001,20221002T183118,361,281,155,89,20,13,281,LULA,66,false,0
22411,18,96,,,1031,1247297,D9B7E0FF,20220926T150400,120007121816353738461201,20221002T080001,20221002T210252,195,173,124,35,10,2,173,LULA,89,false,0
2011,34,INDEFINIDO,,,1,1270099,CF14E2C5,20220924T163700,104875109045746256522153,INDEFINIDO,INDEFINIDO,130,113,48,61,2,1,120,BOLSONARO,13,false,0
19399,14,62,,,1040,1247710,E46B0C62,20220922T165000,968947968617115389207443,20221002T080001,20221002T193806,339,265,220,25,6,12,265,LULA,195,false,0
21512,59,141,,,1031,1249177,919DB919,20220926T153300,231857231891660470012947,20221002T080001,20221002T185245,342,281,190,65,9,13,281,LULA,125,false,0
21512,59,17,,,1040,1244269,504BB52F,20220926T152800,676201673162369869972677,20221002T080001,20221002T180140,256,194,139,30,11,10,194,LULA,109,false,0
20451,8,28,,,1120,1288114,7AC32CB8,20220922T142100,940882943173675935616340,20221002T080001,20221002T181806,339,249,180,41,7,11,249,LULA,139,false,0
20613,74,37,,,1082,1294510,7A6A32FE,20220923T090600,060899061057531236974950,20221002T084836,20221002T175004,296,233,179,35,6,11,233,LULA,144,false,0
21636,6,208,,,1015,2167230,0D2C3989,20220927T102600,612127616283702049027876,20221002T082717,20221002T170331,281,241,130,83,16,8,241,LULA,47,false,0
20370,8,64,,,1040,1290636,F4C1BAE7,20220922T142300,143402146596016574692457,20221002T083302,20221002T180649,320,267,186,60,3,14,267,LULA,126,false,0
22314,27,14,,,1015,1249236,52FDC53E,20220920T104600,132104136236772768196267,20221002T080001,20221002T181213,286,233,160,39,21,11,233,LULA,121,false,0
19445,34,35,,,1023,1291475,A4CF76F8,20220928T093500,162581169753286244455317,20221002T080320,20221002T190530,328,249,203,26,12,8,249,LULA,177,false,0
21474,34,42,,,1040,1294474,9EA46E6D,20220928T093800,865851868560192681916656,20221002T080001,20221002T182856,341,257,212,22,12,7,257,LULA,190,false,0
20877,7,171,,,1473,1245595,29A97BB8,20220922T115900,153392150620381659166490,20221002T081107,20221002T202753,330,290,181,80,19,6,290,LULA,101,false,0
20877,7,37,,,1074,1290967,CD7DE74B,20220922T121200,910968910550400441131635,20221002T082325,20221002T175904,345,285,160,80,29,9,285,LULA,80,false,0
19062,7,73,,,1082,1240294,82D9A1BE,20220922T121800,997576991539908541826634,20221002T080001,20221002T172211,248,207,115,62,16,8,207,LULA,53,false,0
22411,18,107,,,1023,1318124,D9B7E0FF,20220926T151700,938188937197460011201240,20221002T080001,20221002T170450,322,248,158,62,10,14,248,LULA,96,false,0
20133,42,209,,,1015,1294714,9BA7FFF4,20220922T111800,079657076193876275151449,20221002T083806,20221002T171510,326,227,172,34,8,10,227,LULA,138,false,0
20079,42,217,,,1023,1222255,F348C44B,20220922T111600,301080300717966349119921,20221002T083638,20221002T170333,322,232,177,30,7,16,232,LULA,147,false,0
22233,23,23,,,1023,1244311,22B065BE,20220928T092900,092356095362406325142913,20221002T080001,20221002T173023,318,275,181,64,20,9,275,LULA,117,false,0
19585,43,124,,,1031,1221017,51A65E68,20220926T144400,369697366417841695532181,20221002T080001,20221002T170708,219,189,155,23,6,3,189,LULA,132,false,0
21539,28,203,,,1546,1292520,B3C75922,20220927T121600,129214120969340218317913,20221002T080204,20221002T170805,268,227,119,90,11,5,228,LULA,29,true,1
21539,28,39,,,1244,1247444,D79FE4F1,20220927T123200,775779771539891612692994,20221002T080001,20221002T182102,341,282,167,81,20,11,282,LULA,86,false,0
21075,25,88,,,1023,1242468,43CC1681,20220920T143700,884157883923946440813241,20221002T080001,20221002T181105,327,280,191,56,19,5,280,LULA,135,false,0
19305,25,65,,,1163,1248755,F0F2D227,20220920T143700,632132635171697307235911,20221002T080001,20221002T181346,327,280,163,88,24,6,281,LULA,75,true,1
19216,11,194,,,1015,1249556,6E1B8265,20220916T111400,815299817398587973337953,20221002T080001,20221002T183146,315,247,169,62,7,6,247,LULA,107,false,0
19216,11,195,,,1015,1247122,6AFACB16,20220916T111400,552673553276328427052380,20221002T080001,20221002T172546,313,239,171,50,10,5,239,LULA,121,false,0
19216,11,197,,,1015,1240452,CBF0A945,20220916T111400,441562441222219893897181,20221002T080001,20221002T171215,318,247,169,57,9,8,247,LULA,112,false,0
19615,73,118,,,1031,2231046,5A2A0477,20220915T104400,211103219358051995055033,20221002T081417,20221002T173115,320,244,161,63,11,6,244,LULA,98,false,0
19429,31,47,,,1090,1247699,C6118FA5,20220921T095200,477079479983933104470379,20221002T080408,20221002T202554,372,276,166,76,17,17,276,LULA,90,false,0
21415,50,44,,,1031,1244049,1300BC74,20220915T121800,951030952329020608768265,20221002T080001,20221002T174450,330,288,174,78,22,13,288,LULA,96,false,0
19542,38,83,,,1031,1250942,3CBBC765,20220920T100300,402949404347470034407356,20221002T080001,20221002T174740,324,280,227,35,5,11,280,LULA,192,false,0
