MUNICIPIO,ESTADO,POPULACAOESTIMADA,TOTALCOMPARECIMENTOS,VOTOSLULA,VOTOSBOLSONARO
QUISSAMÃ,RJ,17376,14934,7299,6273
PORTO REAL,RJ,14503,14341,5785,7168
QUATIS,RJ,12031,8790,4030,3857
ANGRA DOS REIS,RJ,148476,101465,31926,60443
ARARUAMA,RJ,98268,78790,23067,46791
CARDOSO MOREIRA,RJ,12206,8964,3252,4974
BARRA DO PIRAÍ,RJ,96282,54346,24596,23125
BELFORD ROXO,RJ,480555,263296,97771,137708
VARRE-SAI,RJ,8308,6777,2152,3851
BOM JARDIM,RJ,24626,17203,6323,8314
BARRA MANSA,RJ,175315,107750,44825,49812
GUAPIMIRIM,RJ,44692,33002,12058,17591
BOM JESUS DO ITABAPOANA,RJ,33888,23176,9416,11658
QUEIMADOS,RJ,130275,80358,30421,41093
JAPERI,RJ,93197,58785,22887,29752
CABO FRIO,RJ,162229,125271,37586,75184
CACHOEIRAS DE MACACU,RJ,53037,34140,12274,18409
ITABORAÍ,RJ,215792,139283,53956,70659
COMENDADOR LEVY GASPARIAN,RJ,8322,6777,3686,2442
CAMBUCI,RJ,14368,9770,4565,4418
APERIBÉ,RJ,8820,7987,2982,4290
CONCÓRDIA DO PARÁ,PA,21422,19171,11500,6389
SERINGUEIRAS,RO,11757,7405,2462,4401
CANTAGALO,RJ,19799,12596,5231,5891
RIO DAS OSTRAS,RJ,74750,72919,23471,41639
AREAL,RJ,11009,7923,2899,4052
CARMO,RJ,16690,11754,5838,4715
CAMPOS DOS GOYTACAZES,RJ,426154,288458,93871,159381
PINHEIRAL,RJ,20885,14491,7297,5749
CASIMIRO DE ABREU,RJ,27086,25896,7670,15817
CONCEIÇÃO DE MACABU,RJ,19479,13616,6479,5570
TRAJANO DE MORAES,RJ,9706,7290,3460,3012
SÃO FRANCISCO DE ITABAPOANA,RJ,44475,28406,8792,16831
CORDEIRO,RJ,18984,12683,5233,6032
NOVA FRIBURGO,RJ,177376,120575,42440,60659
CARAPEBUS,RJ,10677,9518,3876,4846
MACAÉ,RJ,169513,130992,54187,62275
DUAS BARRAS,RJ,10438,8048,3650,3382
SÃO JOSÉ DE UBÁ,RJ,6829,5940,2074,3289
ENGENHEIRO PAULO DE FRONTIN,RJ,12544,9004,4095,3942
DUQUE DE CAXIAS,RJ,842686,529529,202089,267993
TANGUÁ,RJ,28322,20775,8142,10756
ITAGUAÍ,RJ,95356,74311,24174,41991
ITAOCARA,RJ,22069,15909,4954,9266
SEROPÉDICA,RJ,72466,45917,16026,25064
ITAPERUNA,RJ,92852,57759,18208,34039
ITATIAIA,RJ,31185,20396,8036,10102
LAJE DO MURIAÉ,RJ,7769,5413,3004,1946
MIRACEMA,RJ,26231,17648,8660,7114
MESQUITA,RJ,182495,108577,38687,58124
CURIONÓPOLIS,PA,17769,12002,5434,5772
MAGÉ,RJ,232171,155145,57530,81901
MENDES,RJ,17242,12258,5449,5307
MIGUEL PEREIRA,RJ,24585,18658,7056,9499
PATY DO ALFERES,RJ,25132,18246,6177,10096
NATIVIDADE,RJ,14930,9947,4313,4499
NILÓPOLIS,RJ,153581,104608,38004,55143
NITERÓI,RJ,474002,326508,147370,135810
PARACAMBI,RJ,42423,26777,9826,14164
PETRÓPOLIS,RJ,306645,186165,60282,97782
PARAÍBA DO SUL,RJ,39257,25719,10055,12253
PARATY,RJ,32838,25095,8407,14315
GARRAFÃO DO NORTE,PA,24619,17237,11603,3960
PIRAÍ,RJ,24170,18062,8004,8049
PORCIÚNCULA,RJ,17178,10635,5286,4182
NOVA IGUAÇU,RJ,830672,484890,164947,263912
RIO BONITO,RJ,51942,36288,11329,20773
RESENDE,RJ,118547,74569,25504,39309
RIO CLARO,RJ,17216,12095,5649,5163
RIO DAS FLORES,RJ,8192,6619,3937,2046
SANTA MARIA MADALENA,RJ,10409,7043,3213,2953
SANTO ANTÔNIO DE PÁDUA,RJ,40145,25176,9097,13656
SÃO FIDÉLIS,RJ,37477,23760,7828,13737
THEOBROMA,RO,9952,5830,1785,3519
SÃO GONÇALO,RJ,960631,518408,208703,246578
SÃO PEDRO DA ALDEIA,RJ,75869,53910,13718,34986
SÃO SEBASTIÃO DO ALTO,RJ,8616,6304,2690,3025
SÃO JOÃO DE MERITI,RJ,464282,289556,107385,149764
SAPUCAIA,RJ,16858,12948,5142,6568
SAQUAREMA,RJ,62174,56271,17521,32668
SILVA JARDIM,RJ,21362,14870,5123,8284
SUMIDOURO,RJ,14562,11310,3536,6700
TERESÓPOLIS,RJ,150268,99860,27703,59100
TRÊS RIOS,RJ,72848,49187,23650,19812
VALENÇA,RJ,70850,42684,22058,15066
VASSOURAS,RJ,32495,23357,10263,10379
VOLTA REDONDA,RJ,255653,179038,76700,81210
ARRAIAL DO CABO,RJ,25248,24233,8067,13917
ITALVA,RJ,13645,8827,2823,5275
BREJO GRANDE DO ARAGUAIA,PA,7444,5259,2898,2035
SÃO JOSÉ DO VALE DO RIO PRETO,RJ,19439,12948,2425,9263
OURILÂNDIA DO NORTE,PA,20415,17058,6496,9605
DOM ELISEU,PA,38150,23036,11863,9705
SANTA MARIA DAS BARREIRAS,PA,16012,9363,3467,5338
PRACUÚBA,AP,3353,3079,1660,1231
AMAPÁ,AP,7492,5468,3159,1767
PORTO GRANDE,AP,13962,10992,5701,4222
CALÇOENE,AP,8656,6254,3556,2117
MINISTRO ANDREAZZA,RO,10343,4633,1536,2737
CUTIAS,AP,4320,4141,2316,1475
SANTANA,AP,92098,70671,29485,32918
MACAPÁ,AP,344153,253197,101129,113733
OIAPOQUE,AP,19181,14484,8885,4353
EUCLIDES DA CUNHA PAULISTA,SP,9923,4804,2905,1468
RIO DE JANEIRO,RJ,6093472,3781223,1567852,1695337
ADAMANTINA,SP,33289,20642,4697,13529
BOREBI,SP,2172,2073,770,1079
ADOLFO,SP,3609,3229,1101,1822
TARUMÃ,SP,12298,9330,3360,5074
AGUAÍ,SP,30181,17949,6311,9015
ÁGUAS DA PRATA,SP,7367,5384,1730,2864
SERRA DO NAVIO,AP,3772,3031,1173,1619
MOTUCA,SP,4340,2801,1319,1157
IARAS,SP,4777,3138,1589,1252
ÁGUAS DE LINDÓIA,SP,15867,11583,2929,7077
GUATAPARÁ,SP,6217,4502,2245,1748
SÃO PEDRO,SP,29733,20887,5229,13122
DIRCE REIS,SP,1582,1297,583,564
AGUDOS,SP,34221,23314,6905,13235
FERREIRA GOMES,AP,5040,4645,2300,1845
ESPÍRITO SANTO DO TURVO,SP,4103,2647,1190,1189
ALFREDO MARCONDES,SP,3851,3160,1159,1752
ROSANA,SP,19943,10304,5302,3990
ALTAIR,SP,3272,2419,1008,1172
EMBAÚBA,SP,2391,1906,748,965
ALTINÓPOLIS,SP,15139,9885,4138,4277
GOVERNADOR JORGE TEIXEIRA,RO,11432,5417,1543,3415
ILHA SOLTEIRA,SP,24181,15210,5735,7173
ALTO ALEGRE,SP,4157,2790,800,1719
VITÓRIA DO JARI,AP,10765,7785,5060,2186
ALUMÍNIO,SP,15678,11767,4890,4994
ÁLVARES FLORENCE,SP,3902,3078,959,1776
PEDRINHAS PAULISTA,SP,2834,2218,694,1276
ÁLVARES MACHADO,SP,22859,14769,5300,7725
ÁLVARO DE CARVALHO,SP,4610,2259,1002,968
BERTIOGA,SP,39091,36089,14137,17678
ALVINLÂNDIA,SP,2787,2071,903,972
SUZANÁPOLIS,SP,3421,2555,1242,1021
LARANJAL DO JARI,AP,37491,21251,12198,7198
SANTO ANTÔNIO DO ARACANGUÁ,SP,7034,5652,2206,3026
AMÉRICO BRASILIENSE,SP,31005,22698,11203,8347
CANITAR,SP,4265,3195,1448,1408
AMERICANA,SP,199094,144267,40614,82517
AMÉRICO DE CAMPOS,SP,5379,4029,1365,2266
BARRA DO CHAPÉU,SP,5077,3430,1521,1316
APIAÍ,SP,25463,15448,6551,6792
EMILIANÓPOLIS,SP,3021,2144,990,1022
ANALÂNDIA,SP,4166,3231,944,1859
AMPARO,SP,62692,43325,11791,24676
MONTE ALEGRE DO SUL,SP,6957,5656,1529,3187
NOVAIS,SP,3661,2934,1064,1563
ANDRADINA,SP,54753,34582,11518,18800
NOVA CANAÃ PAULISTA,SP,2205,1495,651,642
SALTINHO,SP,6586,5661,909,4143
ANGATUBA,SP,21523,13796,5399,6401
ANHEMBI,SP,5271,4033,1482,2131
UBARANA,SP,4552,3252,1419,1518
ANHUMAS,SP,3695,2659,1019,1400
CAJATI,SP,28285,17206,5170,10277
APARECIDA,SP,35903,22751,7346,12173
CAMPINA DO MONTE ALEGRE,SP,5320,3876,1386,1991
APARECIDA D'OESTE,SP,4577,3028,1345,1425
ASPÁSIA,SP,1790,1496,577,787
VARGEM,SP,6883,4972,1539,2736
POTIM,SP,18143,10039,3681,5135
ROSEIRA,SP,9016,7223,2444,3832
ARAÇOIABA DA SERRA,SP,24022,20004,5804,11224
ARAÇATUBA,SP,178839,118558,32370,71740
ARAMINA,SP,5019,3279,1593,1349
IGARAPAVA,SP,26862,15515,7102,6540
ITAOCA,SP,3087,1820,928,712
ARANDU,SP,6013,4453,1689,2291
TUIUTI,SP,5749,4225,1223,2412
ARAPEÍ,SP,2527,1874,864,791
ESTIVA GERBI,SP,9185,7299,2265,4116
MOGI GUAÇU,SP,131870,94294,24111,57089
ARARAQUARA,SP,195815,137520,59994,55772
ARARAS,SP,108689,80096,21530,45688
AREALVA,SP,7504,4927,1554,2839
ENGENHEIRO COELHO,SP,12729,11535,3846,6495
AREIAS,SP,3571,2673,1545,856
RIBEIRÃO GRANDE,SP,6928,5203,2558,1838
AREIÓPOLIS,SP,10630,6755,2747,3174
TARTARUGALZINHO,AP,12395,8162,4521,2996
HORTOLÂNDIA,SP,190781,132660,54556,60988
ARIRANHA,SP,8255,5418,1800,3017
ELISIÁRIO,SP,3024,2220,657,1321
ARTUR NOGUEIRA,SP,39457,31438,10200,17185
ARUJÁ,SP,72713,56833,21271,26313
BOM SUCESSO DE ITARARÉ,SP,3658,2595,1357,1007
PONTALINDA,SP,3906,2475,1192,1062
ASSIS,SP,92965,55762,18650,30077
ATIBAIA,SP,119166,92957,28168,48671
AURIFLAMA,SP,13760,8252,2536,4984
GUZOLÂNDIA,SP,4616,3332,1470,1493
TAQUARIVAÍ,SP,5098,3895,1621,1778
AVAÍ,SP,4877,3138,1485,1354
MARAPOAMA,SP,2556,2166,491,1472
AVANHANDAVA,SP,10875,6047,2760,2649
SÃO JOÃO DE IRACEMA,SP,1725,1353,709,508
AVARÉ,SP,80026,51035,16186,27165
SÃO LOURENÇO DA SERRA,SP,16121,9158,3875,3736
ITAPECERICA DA SERRA,SP,148728,98053,49795,32475
BADY BASSITT,SP,13039,11669,3246,7094
ZACARIAS,SP,2229,1903,687,1034
BALBINOS,SP,3619,1091,431,567
REGINÓPOLIS,SP,6993,3853,1096,2362
ITAPIRAPUÃ PAULISTA,SP,3723,2591,1402,913
MESÓPOLIS,SP,1768,1387,578,691
BÁLSAMO,SP,7767,6000,1761,3353
BANANAL,SP,10233,6670,3396,2515
NOVA CAMPINA,SP,8474,5541,2470,2575
BARBOSA,SP,6454,4020,1619,1980
CACAULÂNDIA,RO,5553,2749,685,1872
CUJUBIM,RO,13857,8159,1848,5777
ILHA COMPRIDA,SP,8875,7079,2735,3428
IGUAPE,SP,28977,18313,6807,9286
BARÃO DE ANTONINA,SP,2751,2098,928,902
LOURDES,SP,1974,1260,460,680
TURIÚBA,SP,1947,1502,495,870
BARIRI,SP,30995,18819,4613,11512
TORRE DE PEDRA,SP,2784,1932,546,1137
BARRA BONITA,SP,35090,23484,7054,12960
ARCO-ÍRIS,SP,2003,1726,561,977
BARRA DO TURVO,SP,7620,4583,2216,1963
BREJO ALEGRE,SP,2432,2028,1034,817
CANAS,SP,4318,3090,1135,1556
BARRETOS,SP,107988,66147,22049,35299
BARRINHA,SP,25642,20984,9885,8549
PRACINHA,SP,2667,1102,471,536
PRATÂNIA,SP,4309,3669,1469,1794
BASTOS,SP,20613,13647,3440,8614
BARUERI,SP,252748,224841,94634,93212
BATATAIS,SP,53525,34380,13185,15844
BEBEDOURO,SP,74865,44922,12224,26879
BAURU,SP,347601,216228,72701,110151
VITÓRIA BRASIL,SP,1624,1334,547,662
BENTO DE ABREU,SP,2740,1696,641,898
IPIGUÁ,SP,3925,3426,962,2125
BERNARDINO DE CAMPOS,SP,10487,6389,2173,3447
TAQUARAL,SP,2827,1803,698,919
BILAC,SP,6905,4972,1388,3123
FERNÃO,SP,1457,1202,388,680
GAVIÃO PEIXOTO,SP,4103,3249,1700,1142
JUMIRIM,SP,2205,1875,598,1059
BIRIGUI,SP,103394,68203,16358,43361
BIRITIBA MIRIM,SP,27483,18809,6496,9057
NANTES,SP,2483,1759,854,767
BOA ESPERANÇA DO SUL,SP,13208,8144,4312,2905
NOVA CASTILHO,SP,1057,1014,355,571
BOCAINA,SP,10299,7123,2022,4139
BOFETE,SP,8565,6161,2125,3192
OUROESTE,SP,7035,5941,2297,3044
PAULISTÂNIA,SP,1824,1474,512,800
BOITUVA,SP,40783,35473,10448,20006
RIBEIRÃO DOS ÍNDIOS,SP,2231,1524,733,620
BOM JESUS DOS PERDÕES,SP,16211,14437,4843,7529
TRABIJU,SP,1441,1279,639,468
BORACÉIA,SP,4128,3117,1184,1555
BORBOREMA,SP,13752,9193,2552,5551
BRAÚNA,SP,4728,3442,1006,2165
BRODOWSKI,SP,19018,14142,4090,8229
BOTUCATU,SP,120800,86005,29816,40590
ITATINGA,SP,17570,12051,4473,5806
BRAGANÇA PAULISTA,SP,136286,105571,29419,58530
BROTAS,SP,20996,13849,3616,8257
BURI,SP,17539,11875,4317,6441
BURITAMA,SP,14735,10086,3355,5741
CABRÁLIA PAULISTA,SP,4340,2656,1153,1212
BURITIZAL,SP,3872,3005,844,1895
CABREÚVA,SP,38898,27304,9318,14339
ITU,SP,147157,99715,30806,53474
CACHOEIRA PAULISTA,SP,31674,19329,7107,9612
CACONDE,SP,18552,10476,4180,5047
TAPIRATIBA,SP,12246,8101,3582,3423
CAIABU,SP,4011,2758,1251,1227
CAFELÂNDIA,SP,16073,9817,3310,5206
CAÇAPAVA,SP,80458,58773,16688,32466
CAIUÁ,SP,4953,2944,1583,1101
CAIEIRAS,SP,81163,56944,24029,23497
CAJURU,SP,22695,14231,6122,6301
CAJOBI,SP,9519,6038,2193,3280
CAJAMAR,SP,58403,54245,23376,21861
CAMPO LIMPO PAULISTA,SP,69810,48306,17546,22936
CAMPOS DO JORDÃO,SP,44688,29464,9402,14814
CAMPOS NOVOS PAULISTA,SP,4651,2895,1012,1676
CANANÉIA,SP,12039,7701,2888,3818
CÂNDIDO RODRIGUES,SP,2655,2005,608,1162
CÂNDIDO MOTA,SP,29572,18647,5224,11256
CAPELA DO ALTO,SP,15950,11581,3303,6695
CAPÃO BONITO,SP,45275,27504,9426,13973
CAPIVARI,SP,43779,31064,8651,18068
CARDOSO,SP,11324,7354,3171,3459
CARAGUATATUBA,SP,88815,80474,28924,40760
CASA BRANCA,SP,27081,15282,4479,8738
CÁSSIA DOS COQUEIROS,SP,2706,2044,855,909
CASTILHO,SP,15410,11977,6147,4554
CATIGUÁ,SP,6870,4730,1425,2726
CARAPICUÍBA,SP,379566,235022,110774,85103
CATANDUVA,SP,109362,69360,18919,41207
CAMPINAS,SP,1039297,685849,259973,320684
CEDRAL,SP,7607,5826,1471,3659
GUAPIAÇU,SP,16392,12428,4067,6834
CERQUEIRA CÉSAR,SP,16276,11537,4068,5782
CERQUILHO,SP,34769,28557,6860,17471
CESÁRIO LANGE,SP,14005,10575,2715,6121
CHARQUEADA,SP,14356,10231,2842,6220
PIRACICABA,SP,358108,239692,66935,139075
CHAVANTES,SP,12226,7317,2625,3798
CLEMENTINA,SP,6081,3810,1267,2197
COLINA,SP,16989,11171,4739,4967
COLÔMBIA,SP,6073,4278,1918,1955
CONCHAL,SP,23352,17704,4435,11423
CONCHAS,SP,15473,9781,2598,5867
CORDEIRÓPOLIS,SP,19309,15751,4790,8858
COROADOS,SP,4881,3336,985,2073
CORONEL MACEDO,SP,5277,2943,1672,976
TAQUARITUBA,SP,22170,14261,5974,6453
CORUMBATAÍ,SP,3935,2758,710,1647
COSMORAMA,SP,6951,5583,2066,3077
COSMÓPOLIS,SP,53561,35839,13507,17726
COTIA,SP,172823,149300,65283,57580
CRAVINHOS,SP,29377,20680,5988,11579
CRISTAIS PAULISTA,SP,7005,5775,2193,2863
CRUZÁLIA,SP,2368,1660,560,917
CRUZEIRO,SP,76098,46432,16148,22497
CUNHA,SP,22951,14051,5642,6496
CUBATÃO,SP,120271,74357,34848,29477
DESCALVADO,SP,29533,19406,5151,10961
DIVINOLÂNDIA,SP,11246,7752,2168,4445
DOBRADA,SP,7664,5171,2634,1919
DIADEMA,SP,386779,271899,144525,84519
DOIS CÓRREGOS,SP,24384,14444,4417,8201
DOLCINÓPOLIS,SP,2181,1738,994,586
DOURADO,SP,8751,5563,2074,2598
DRACENA,SP,42107,26553,6933,16753
ALTO PARAÍSO,RO,16758,8627,2042,6020
DUARTINA,SP,12381,7905,2915,4023
DUMONT,SP,7557,5749,1888,3232
ECHAPORÃ,SP,6247,4022,1377,2248
ELDORADO,SP,14038,8221,3509,3975
ELIAS FAUSTO,SP,14521,11094,3224,6503
EMBU-GUAÇU,SP,59083,42015,18458,15845
ESTRELA D'OESTE,SP,8590,5542,1649,3180
ESTRELA DO NORTE,SP,2454,2196,1128,849
FARTURA,SP,14601,9974,4143,4514
EMBU DAS ARTES,SP,237318,164565,83277,53933
FERNANDO PRESTES,SP,5212,3976,1229,2277
FERNANDÓPOLIS,SP,61392,39951,13603,21512
FLORA RICA,SP,2019,1145,563,509
FLOREAL,SP,2907,2139,862,1045
FERRAZ DE VASCONCELOS,SP,168897,106791,52030,37178
FLÓRIDA PAULISTA,SP,12660,5908,2054,3290
MARIÁPOLIS,SP,3786,2658,1037,1326
FLORÍNEA,SP,2860,2130,1021,905
FRANCISCO MORATO,SP,146634,101537,55240,31939
FRANCA,SP,319094,192307,61466,103412
PATROCÍNIO PAULISTA,SP,12183,10649,3709,5536
FRANCO DA ROCHA,SP,121451,82556,40231,29718
GABRIEL MONTEIRO,SP,2638,2095,546,1308
GÁLIA,SP,6812,3916,1838,1609
GASTÃO VIDIGAL,SP,3863,2326,1229,879
GARÇA,SP,42218,26479,7518,15286
GENERAL SALGADO,SP,10626,6421,2130,3632
GETULINA,SP,10515,5535,2230,2713
GLICÉRIO,SP,4398,2984,1178,1556
GUAIÇARA,SP,10357,6419,2384,3298
GUAIMBÊ,SP,4752,3570,1560,1549
GUAÍRA,SP,36544,21151,7224,11247
GUAPIARA,SP,20056,10943,5763,4034
GUARÁ,SP,18611,11509,5445,4806
GUARAÇAÍ,SP,8505,5050,1666,2877
GUARACI,SP,9045,6435,3091,2682
GUARANI D'OESTE,SP,1963,1346,661,541
GUARANTÃ,SP,6410,3897,1409,2102
GUARAREMA,SP,24854,20198,6456,10917
GUARARAPES,SP,28662,18728,5512,11024
RIO CRESPO,RO,3174,2389,599,1640
GUARATINGUETÁ,SP,107895,75030,22274,41721
GUAREÍ,SP,13202,7554,2328,4028
GUARIBA,SP,32664,23456,9743,10823
PRADÓPOLIS,SP,15148,10467,3916,5111
GUARUJÁ,SP,296150,187989,72573,87911
HERCULÂNDIA,SP,8573,5506,2020,2945
IACRI,SP,6677,3943,1214,2335
IACANGA,SP,9074,6731,2098,3943
IBATÉ,SP,28040,20266,8432,8646
GUARULHOS,SP,1236192,779080,311756,331178
IBIRÁ,SP,10379,7234,2100,4369
IBIRAREMA,SP,6617,4107,1142,2505
IBITINGA,SP,49951,33714,10565,19051
IBIÚNA,SP,64832,47781,13710,25646
ICÉM,SP,6429,4841,2146,2220
IEPÊ,SP,7487,4959,1842,2670
IGARAÇU DO TIETÊ,SP,23085,14763,5316,7078
IGARATÁ,SP,8537,7000,2318,3659
ILHABELA,SP,23886,21984,8391,10582
SÃO SEBASTIÃO,SP,67348,51795,22949,22218
INDIANA,SP,4682,3302,1105,1870
INÚBIA PAULISTA,SP,3595,2762,704,1794
INDIAPORÃ,SP,3880,2474,1141,1099
IPAUSSU,SP,12964,8328,2786,4415
IPERÓ,SP,24239,16545,6964,7110
INDAIATUBA,SP,173508,150660,45933,80147
IPEÚNA,SP,5164,4391,1202,2716
IPORANGA,SP,4603,2429,1279,853
IPUÃ,SP,14344,9067,4636,3640
IRAPUÃ,SP,6710,4181,1146,2706
IRACEMÁPOLIS,SP,18026,14855,4206,9083
IRAPURU,SP,7556,3731,1341,1966
ITABERÁ,SP,17576,11137,4831,5145
ITAÍ,SP,22617,13352,6206,5450
ITAJOBI,SP,14182,10421,2481,6892
ITAJU,SP,2624,2364,799,1319
ITANHAÉM,SP,80778,60973,24162,27950
CORUMBIARA,RO,9476,4405,1520,2493
ITAPEVA,SP,85537,54583,18108,29115
ITAPETININGA,SP,138450,90579,25581,51191
SARAPUÍ,SP,8158,6261,2414,2934
ITAPIRA,SP,68187,44333,12168,24638
ITAPEVI,SP,193686,130387,65327,44409
ITÁPOLIS,SP,38633,22692,6200,13798
ITAPORANGA,SP,14284,8509,3237,4301
ITAPUÍ,SP,11605,7869,2932,3953
ITAPURA,SP,3812,2628,1721,589
ITARIRI,SP,15115,7199,2475,3908
ITARARÉ,SP,48732,26414,8638,13921
ITAQUAQUECETUBA,SP,334914,199321,93775,72868
ITATIBA,SP,91479,67967,19338,37409
ITIRAPINA,SP,13889,7903,2961,3995
ITIRAPUÃ,SP,5614,3569,1768,1428
ITOBI,SP,7444,4920,2022,2302
JABORANDI,SP,6462,4201,1876,1920
ITUPEVA,SP,36766,35820,11532,19034
ITUVERAVA,SP,38539,21743,7924,11363
JABOTICABAL,SP,69624,40649,12713,22218
JACAREÍ,SP,207028,138841,44402,71611
JACI,SP,5008,4494,1643,2315
JACUPIRANGA,SP,16112,9582,2799,5772
JAGUARIÚNA,SP,36804,35187,10736,18943
JALES,SP,47649,29429,8221,17315
JAMBEIRO,SP,4968,3951,1341,2075
JARDINÓPOLIS,SP,34611,22467,6812,12716
JARINU,SP,20606,19867,6486,10780
JANDIRA,SP,103531,64429,28770,25078
JERIQUARA,SP,3153,2487,1221,1047
JAÚ,SP,125469,82290,19992,51027
JOANÓPOLIS,SP,10671,7765,2232,4425
JOÃO RAMALHO,SP,4092,2732,1151,1288
JÚLIO MESQUITA,SP,4318,3015,1541,1188
JOSÉ BONIFÁCIO,SP,30639,21634,6792,12381
JUNQUEIRÓPOLIS,SP,18628,10812,3257,6269
JUNDIAÍ,SP,342983,266802,80324,138414
JUQUIÁ,SP,19352,11381,3943,6149
JUQUITIBA,SP,27777,18153,8038,7395
LAGOINHA,SP,4798,4215,1532,1875
LARANJAL PAULISTA,SP,24454,16625,4206,10438
MONTE NEGRO,RO,12357,7305,1816,4969
LAVÍNIA,SP,7984,3058,1293,1421
LAVRINHAS,SP,6543,5061,2241,2097
LEME,SP,84406,58777,17762,32298
LENÇÓIS PAULISTA,SP,59366,40416,9105,25913
LINDÓIA,SP,5657,4672,1264,2877
LIMEIRA,SP,272734,182457,42807,116868
LINS,SP,69279,42957,10737,26867
LUCÉLIA,SP,19212,10431,3389,5736
LORENA,SP,79317,50320,15040,27742
LUCIANÓPOLIS,SP,2299,1693,780,767
LUÍS ANTÔNIO,SP,10272,7696,3302,3384
LUIZIÂNIA,SP,4763,3031,1240,1502
LUPÉRCIO,SP,4238,2675,1193,1229
LUTÉCIA,SP,2794,1928,865,919
MACATUBA,SP,16173,10291,2922,6070
PEDERNEIRAS,SP,40270,27178,7657,16292
MACAUBAL,SP,7396,4886,1277,2972
MACEDÔNIA,SP,3411,2843,1051,1486
MAGDA,SP,3154,2182,877,1097
MAIRINQUE,SP,41508,30946,11892,13562
MAIRIPORÃ,SP,71754,51549,17784,25893
MANDURI,SP,8651,5759,2007,2853
MARABÁ PAULISTA,SP,5193,2323,1305,800
MARACAÍ,SP,13163,8617,2943,4833
MARINÓPOLIS,SP,2114,1427,608,668
MARTINÓPOLIS,SP,23983,14400,4944,7885
MATÃO,SP,74407,52222,18195,26555
MARÍLIA,SP,218113,139444,37724,83212
MAUÁ,SP,402643,253728,116755,92196
MERIDIANO,SP,3857,2965,1136,1448
MIGUELÓPOLIS,SP,19972,11677,5443,5281
MINEIROS DO TIETÊ,SP,11760,7193,1937,4214
MIRACATU,SP,22796,11460,3876,6345
MIRA ESTRELA,SP,2576,1846,742,906
MIRANDÓPOLIS,SP,25849,14332,4021,8615
MIRANTE DO PARANAPANEMA,SP,17128,9919,5551,3529
MIRASSOL,SP,51660,35019,9989,20478
MIRASSOLÂNDIA,SP,4099,3239,1083,1790
CAMPO NOVO DE RONDÔNIA,RO,12455,5564,1489,3647
MOCOCA,SP,66086,38720,11594,20952
MOGI MIRIM,SP,84176,55145,13834,32834
MOMBUCA,SP,3280,2565,750,1511
MONÇÕES,SP,2054,1613,576,806
MOGI DAS CRUZES,SP,362991,263049,95769,117687
MONGAGUÁ,SP,40423,35284,15100,15084
MONTE APRAZÍVEL,SP,19745,13563,4388,7499
MONTE ALTO,SP,44085,28692,7611,16803
MONTE AZUL PAULISTA,SP,19187,11404,3512,6442
MONTE CASTELO,SP,4014,3005,1348,1417
MONTEIRO LOBATO,SP,3994,3071,1286,1386
MONTE MOR,SP,42824,36317,14720,16563
MORRO AGUDO,SP,25390,16190,6393,7846
MORUNGABA,SP,12007,8636,2516,4891
MURUTINGA DO SUL,SP,4091,2729,964,1503
NARANDIBA,SP,3941,3245,1626,1319
NATIVIDADE DA SERRA,SP,7275,4339,1535,2206
NEVES PAULISTA,SP,8825,5939,2105,3076
NAZARÉ PAULISTA,SP,14613,11467,3793,5805
NHANDEARA,SP,10334,6154,1736,3756
NIPOÃ,SP,3762,2974,1175,1523
NOVA ALIANÇA,SP,4905,3848,1220,2211
NOVA EUROPA,SP,9047,6000,3035,2260
NOVA GUATAPORANGA,SP,2101,1503,713,654
NOVA GRANADA,SP,17739,11997,5130,5574
NOVA LUZITÂNIA,SP,3403,2181,1092,872
NOVO HORIZONTE,SP,34264,22064,6223,13622
NOVA ODESSA,SP,45625,38275,12583,20467
NUPORANGA,SP,6629,4670,1574,2530
OCAUÇU,SP,4180,2686,1125,1268
ÓLEO,SP,2714,1927,622,1038
ONDA VERDE,SP,3736,3273,1270,1618
OLÍMPIA,SP,48020,32775,10360,18600
ORIENTE,SP,6079,4156,1466,2201
ORINDIÚVA,SP,4916,3937,1762,1735
OSCAR BRESSANE,SP,2476,1693,474,1040
PARAGUAÇU PAULISTA,SP,42117,24312,9139,12439
ORLÂNDIA,SP,36149,23992,8019,12417
OSASCO,SP,701012,465510,201512,181758
OSVALDO CRUZ,SP,30150,18133,4820,11123
OURINHOS,SP,98868,61323,20772,32696
OURO VERDE,SP,7668,4718,2223,2077
PACAEMBU,SP,13072,6204,1935,3522
PALESTINA,SP,10428,6937,2508,3653
PALMARES PAULISTA,SP,10508,6348,2745,2838
PALMEIRA D'OESTE,SP,9634,5772,2097,3038
PALMITAL,SP,21298,13023,4272,7310
PANORAMA,SP,13944,8117,2981,4328
SÃO JOÃO DO PAU D'ALHO,SP,2132,1814,897,741
PARAIBUNA,SP,16456,10848,4692,4818
PARAÍSO,SP,5559,3782,1199,2075
PARANAPANEMA,SP,16667,10958,4485,5383
PARANAPUÃ,SP,3614,2832,1133,1421
PARAPUÃ,SP,11029,6222,2050,3480
PARDINHO,SP,5030,4430,1562,2281
PARIQUERA-AÇU,SP,18079,11543,3274,6852
PAULICÉIA,SP,5506,4538,1646,2502
PAULO DE FARIA,SP,8942,4742,2252,2018
PAULÍNIA,SP,73014,67297,23899,33587
PEDRA BELA,SP,5835,3999,1497,1900
