MUNICIPIO,ESTADO,POPULACAOESTIMADA,TOTALCOMPARECIMENTOS,VOTOSLULA,VOTOSBOLSONARO
PEDRANÓPOLIS,SP,2734,1916,778,938
PEDREGULHO,SP,15156,9596,4899,3790
PEDRO DE TOLEDO,SP,9692,5694,2310,2660
PEDREIRA,SP,38152,27293,6751,16529
PEREIRA BARRETO,SP,24220,14384,5436,7117
PENÁPOLIS,SP,56681,35338,10996,20175
PEREIRAS,SP,7347,5066,1849,2526
PIACATU,SP,5093,3674,1300,2020
PERUÍBE,SP,54457,43187,15948,21049
PIEDADE,SP,48430,31962,10035,16794
PILAR DO SUL,SP,26457,18137,5766,9888
PINDAMONHANGABA,SP,135682,95456,29521,50638
PINDORAMA,SP,14345,8700,2652,4971
PIQUEROBI,SP,3599,2387,1102,1060
ESPÍRITO SANTO DO PINHAL,SP,40684,24938,7944,13157
PINHALZINHO,SP,11817,8821,2535,4891
PIQUETE,SP,14475,7949,2362,4329
PIRACAIA,SP,22335,17402,4800,9784
PIRAJU,SP,28228,17611,6338,8705
PIRAJUÍ,SP,21035,11968,3739,6833
PIRANGI,SP,10315,6559,1904,3868
PIRAPORA DO BOM JESUS,SP,14370,10731,5321,3898
PIRAPOZINHO,SP,23709,15716,5619,8133
PIRASSUNUNGA,SP,67787,45047,11455,26513
PITANGUEIRAS,SP,33329,20293,8469,9407
PIRATININGA,SP,11287,7773,2110,4566
PLANALTO,SP,4014,3152,1432,1463
PLATINA,SP,3167,2111,696,1215
POLONI,SP,4878,3477,1183,1905
POMPÉIA,SP,19091,13152,3474,8274
PONGAÍ,SP,3473,2388,688,1527
POÁ,SP,104904,75498,31644,30920
PONTES GESTAL,SP,2487,1777,698,914
PONTAL,SP,35560,23200,9886,10083
POPULINA,SP,4201,2923,1529,1094
TATUÍ,SP,101838,69338,19699,38260
PORANGABA,SP,8069,5258,1902,2606
PORTO FELIZ,SP,46054,32652,9112,19160
PORTO FERREIRA,SP,48760,32419,8680,18330
POTIRENDABA,SP,14327,10906,3450,6262
PRESIDENTE ALVES,SP,4346,2417,897,1228
PRESIDENTE BERNARDES,SP,14788,8165,2988,4399
PRESIDENTE EPITÁCIO,SP,39403,22725,8499,11570
PRAIA GRANDE,SP,233806,189558,69296,93188
PRESIDENTE VENCESLAU,SP,37155,21341,6300,12542
PRESIDENTE PRUDENTE,SP,202789,134855,38227,80615
PROMISSÃO,SP,34786,20524,7709,10620
QUEIROZ,SP,2603,2426,1042,1185
QUATÁ,SP,11971,7996,2696,4427
QUELUZ,SP,10323,5693,2830,2207
QUINTANA,SP,5654,4275,1596,2273
RAFARD,SP,8151,5656,1495,3486
RANCHARIA,SP,28303,18107,6949,8855
REDENÇÃO DA SERRA,SP,4081,3144,1279,1427
REGENTE FEIJÓ,SP,17070,12423,4179,6866
RESTINGA,SP,6350,5175,2439,2294
REGISTRO,SP,53369,35780,11887,19466
RIBEIRA,SP,3444,2141,1197,752
RIBEIRÃO BONITO,SP,11383,6661,2671,3066
RIBEIRÃO BRANCO,SP,18879,11331,5475,4680
RIBEIRÃO CORRENTE,SP,4014,3268,1396,1586
RIBEIRÃO DO SUL,SP,4497,3180,1452,1452
RIVERSUL,SP,6545,3558,1567,1542
RIBEIRÃO PIRES,SP,107046,72249,29535,29054
RIFAINA,SP,3587,3414,1533,1626
RINCÃO,SP,10425,5851,2895,2249
RINÓPOLIS,SP,9393,5838,1712,3477
VALE DO ANARI,RO,8751,4739,1306,3061
RIO DAS PEDRAS,SP,26344,20233,6137,11631
RIBEIRÃO PRETO,SP,547417,361374,125555,180226
RIO CLARO,SP,185421,122259,33920,69596
RIO GRANDE DA SERRA,SP,39270,27942,13596,9594
RIOLÂNDIA,SP,9713,5598,2751,2449
RUBIÁCEA,SP,2501,1873,658,993
RUBINÉIA,SP,2546,2436,852,1322
SABINO,SP,5150,3329,1313,1656
SAGRES,SP,2307,1620,734,673
SALES,SP,5025,3928,1004,2557
SALES OLIVEIRA,SP,8187,6775,2192,3730
SALESÓPOLIS,SP,15157,11966,4018,5804
SALMOURÃO,SP,4551,2844,1133,1464
ÁGUA DOCE DO MARANHÃO,MA,11829,7834,6181,1065
ARAIOSES,MA,37655,25231,19599,3350
SALTO DE PIRAPORA,SP,37324,24442,8862,11726
SALTO GRANDE,SP,8592,5185,1940,2592
PARECIS,RO,4583,2489,957,1346
SALTO,SP,102405,76803,25788,39008
SANDOVALINA,SP,3217,2623,1562,863
AFONSO CUNHA,MA,5651,5426,4605,530
SANTA ADÉLIA,SP,13861,8790,3028,4617
SANTA ALBERTINA,SP,5034,4076,1442,2194
SANTA BÁRBARA D'OESTE,SP,184318,116558,34471,64676
ÁGUAS DE SANTA BÁRBARA,SP,5360,3899,1210,2190
SANTA BRANCA,SP,13282,9337,3116,4765
ALTO ALEGRE DO MARANHÃO,MA,22002,13574,10173,2472
SÃO LUÍS GONZAGA DO MARANHÃO,MA,19655,12665,10241,1624
SANTANA DA PONTE PENSA,SP,1654,1481,554,767
SANTA CLARA D'OESTE,SP,2081,1541,630,787
SANTA CRUZ DA CONCEIÇÃO,SP,3872,3230,855,1982
SANTA CRUZ DAS PALMEIRAS,SP,30458,16936,5725,8866
SANTA CRUZ DO RIO PARDO,SP,41655,26725,6545,16884
SANTA ERNESTINA,SP,5510,4114,1794,1905
ALCÂNTARA,MA,21349,13322,10006,2288
SANTA GERTRUDES,SP,19044,15266,4664,8755
SANTA FÉ DO SUL,SP,27693,20049,5692,11880
SANTA ISABEL,SP,44817,33879,11398,17120
SANTA LÚCIA,SP,7862,5202,2721,1756
SANTA MARIA DA SERRA,SP,5417,3307,1110,1828
SANTA MERCEDES,SP,2589,1975,884,905
SANTANA DE PARNAÍBA,SP,100236,81695,31423,34978
ALTO ALEGRE DO PINDARÉ,MA,31992,16141,12499,2500
SANTA RITA D'OESTE,SP,2493,1903,746,929
SANTA RITA DO PASSA QUATRO,SP,26456,15495,4016,9223
SANTA ROSA DE VITERBO,SP,22699,14572,5505,6677
SANTO ANASTÁCIO,SP,20550,11958,4412,6251
ALDEIAS ALTAS,MA,21645,13871,10724,1898
SANTO ANTÔNIO DA ALEGRIA,SP,6020,4388,1759,2025
SANTO ANTÔNIO DE POSSE,SP,19824,13392,4089,7677
SANTO ANTÔNIO DO JARDIM,SP,5743,4113,1320,2190
APICUM-AÇU,MA,13216,10310,7188,2454
SANTO ANTÔNIO DO PINHAL,SP,6560,4947,1718,2369
SANTO EXPEDITO,SP,2759,2150,954,1006
ALTAMIRA DO MARANHÃO,MA,7365,4025,2905,824
SÃO BENTO DO SAPUCAÍ,SP,10515,7314,2269,3768
SANTO ANDRÉ,SP,667891,461027,185501,188805
SANTOS,SP,418288,272513,99198,126156
AMAPÁ DO MARANHÃO,MA,6168,4227,3016,903
SÃO FRANCISCO,SP,2812,1907,781,900
SÃO CAETANO DO SUL,SP,144857,119138,38172,57617
SÃO JOÃO DAS DUAS PONTES,SP,2571,1782,945,645
SÃO CARLOS,SP,212956,150690,60894,63581
SÃO JOÃO DA BOA VISTA,SP,79935,54530,16227,30139
SÃO JOSÉ DA BELA VISTA,SP,8173,5049,2476,2054
SÃO JOAQUIM DA BARRA,SP,43703,28855,11969,13007
SÃO JOSÉ DO BARREIRO,SP,4278,2947,1572,1056
SÃO BERNARDO DO CAMPO,SP,781390,516266,240348,185834
SÃO JOSÉ DO RIO PARDO,SP,51023,31432,9972,16813
ALTO PARNAÍBA,MA,10304,6144,4010,1653
SÃO FELIPE D'OESTE,RO,6286,3420,1017,2061
ARAGUANÃ,MA,9918,6210,4801,1027
SÃO JOSÉ DO RIO PRETO,SP,402770,268114,75320,156389
SÃO MANUEL,SP,37797,24040,7903,12415
SÃO MIGUEL ARCANJO,SP,30384,19566,6723,9754
SÃO JOSÉ DOS CAMPOS,SP,594948,446105,143732,233683
AMARANTE DO MARANHÃO,MA,35727,19905,10974,7375
SÍTIO NOVO,MA,15549,11789,7466,3378
SÃO PEDRO DO TURVO,SP,7094,4464,1766,2292
SÃO ROQUE,SP,65693,47595,17445,21364
SÃO SEBASTIÃO DA GRAMA,SP,12509,6693,2326,3407
SÃO SIMÃO,SP,13781,9128,3207,4522
SARUTAIÁ,SP,3680,2456,1307,923
SEBASTIANÓPOLIS DO SUL,SP,2871,2380,745,1324
BACABEIRA,MA,14611,11907,8952,2033
SERRA AZUL,SP,9107,5976,2964,2417
SÃO VICENTE,SP,323599,201046,81780,90072
SERRANA,SP,36596,26857,11182,12388
SERRA NEGRA,SP,24671,17544,4911,10141
ANAJATUBA,MA,23941,14543,11469,2042
MIRANDA DO NORTE,MA,17742,12222,8732,2649
SERTÃOZINHO,SP,103558,74459,28589,35044
SETE BARRAS,SP,12975,7294,2654,3898
SEVERÍNIA,SP,14713,9616,3630,4875
SILVEIRAS,SP,5562,4221,1748,1798
BACURITUBA,MA,5425,3891,3257,369
SOCORRO,SP,33080,24017,5230,15442
SUD MENNUCCI,SP,7714,4827,2206,2160
SUMARÉ,SP,228696,155995,60453,75666
SOROCABA,SP,559157,421338,141106,213183
TABAPUÃ,SP,11255,7305,2096,4323
ANAPURUS,MA,12580,11270,8398,1926
TABATINGA,SP,13965,8828,3430,4325
SUZANO,SP,268777,183433,73864,77397
TACIBA,SP,5402,4151,1995,1806
TABOÃO DA SERRA,SP,219200,178447,90000,57614
TAGUAÍ,SP,9616,7290,2828,3739
TAIAÇU,SP,5804,3674,1609,1644
TAIÚVA,SP,5366,3591,1068,2101
TAMBAÚ,SP,21913,12650,4793,5960
TANABI,SP,23400,15952,4984,9304
TAPIRAÍ,SP,7953,4600,1582,2361
TAQUARITINGA,SP,53232,30093,10672,15526
SÃO PAULO,SP,10886518,7321143,3276512,2618593
TARABAI,SP,6108,4243,2154,1679
TEJUPÁ,SP,5015,2813,1408,1147
TEODORO SAMPAIO,SP,20325,13233,6673,5329
TAUBATÉ,SP,265514,185750,53433,102993
BELA VISTA DO MARANHÃO,MA,8603,7446,5591,1408
TERRA ROXA,SP,8155,5048,1960,2508
TIETÊ,SP,34018,23641,6093,14031
TIMBURI,SP,2535,1852,766,815
TORRINHA,SP,8918,5699,1465,3520
ARARI,MA,27753,18078,12970,3602
TRÊS FRONTEIRAS,SP,5031,3803,1393,2000
BERNARDO DO MEARIM,MA,5972,4047,2872,875
TREMEMBÉ,SP,38321,23707,7149,12947
TUPÃ,SP,62256,37430,9722,23255
TUPI PAULISTA,SP,13712,8517,2695,4861
TURMALINA,SP,2024,1428,697,562
UBIRAJARA,SP,4269,3170,1303,1617
UCHOA,SP,9348,6400,2268,3316
UBATUBA,SP,75008,56124,18491,30761
UNIÃO PAULISTA,SP,1436,1232,512,623
URÂNIA,SP,8727,5489,1845,3002
AXIXÁ,MA,14249,8339,6314,1480
VALENTIM GENTIL,SP,9408,8224,2817,4473
URUPÊS,SP,11917,8372,2309,5192
CACHOEIRA GRANDE,MA,8831,6515,5097,1050
VALINHOS,SP,97814,75302,22190,40503
VALPARAÍSO,SP,20827,12381,4517,6770
VARGEM GRANDE DO SUL,SP,37357,24376,7324,13351
VÁRZEA PAULISTA,SP,100411,68010,25023,32646
BACABAL,MA,95124,53705,33396,16084
VERA CRUZ,SP,10020,6378,2141,3422
VINHEDO,SP,57435,50546,13899,28569
VIRADOURO,SP,17043,10728,3366,6252
VISTA ALEGRE DO ALTO,SP,6100,4758,1777,2491
DAVINÓPOLIS,MA,11786,9040,5560,2852
VOTORANTIM,SP,99901,73194,25473,37026
VOTUPORANGA,SP,77622,54760,15407,32174
BACURI,MA,16026,10750,8637,1475
BOM JESUS DAS SELVAS,MA,23827,16424,10582,4833
VARGEM GRANDE PAULISTA,SP,40200,32744,13049,14077
PRIMAVERA DE RONDÔNIA,RO,3704,2267,581,1486
BOM LUGAR,MA,12825,8830,6592,1828
BALSAS,MA,78845,50714,25438,21167
BARÃO DE GRAJAÚ,MA,16565,11383,9254,1162
ABREULÂNDIA,TO,2245,1899,1052,736
PIRAQUÊ,TO,3014,1801,1006,617
RIACHINHO,TO,3691,2911,1744,987
DARCINÓPOLIS,TO,5130,3303,1988,1068
PALMEIRAS DO TOCANTINS,TO,4542,3341,1966,1105
MAURILÂNDIA DO TOCANTINS,TO,3185,2339,1637,492
SÃO MIGUEL DO TOCANTINS,TO,10221,6922,4276,2143
CACHOEIRINHA,TO,2171,1455,877,453
BREJO DE AREIA,MA,5803,5551,3928,1117
ANGICO,TO,3169,1881,1038,659
SANTA TEREZINHA DO TOCANTINS,TO,2291,1963,1160,608
PALMEIRANTE,TO,4689,3106,1968,889
CAMPOS LINDOS,TO,7615,5096,3210,1489
LAGOA DO TOCANTINS,TO,3179,2466,1567,707
SÃO FÉLIX DO TOCANTINS,TO,1409,1275,853,309
SANTA MARIA DO TOCANTINS,TO,2673,2037,1101,789
BOM JESUS DO TOCANTINS,TO,2710,2655,1409,1059
NOVO ALEGRE,TO,1801,1623,970,538
BARRA DO CORDA,MA,78718,46775,29316,14318
SANDOLÂNDIA,TO,3443,2715,1258,1244
PORTO ALEGRE DO TOCANTINS,TO,2830,1996,1318,470
TAIPAS DO TOCANTINS,TO,1916,1182,820,254
NOVO JARDIM,TO,2419,1709,1109,440
ITAPIRATINS,TO,3421,2684,1608,840
CENTENÁRIO,TO,2386,1538,974,452
RECURSOLÂNDIA,TO,3665,2349,1615,550
BOA VISTA DO GURUPI,MA,7385,4290,3002,1013
MARACAÇUMÉ,MA,17537,11868,7803,3166
TUPIRATINS,TO,2007,1428,898,405
BRASILÂNDIA DO TOCANTINS,TO,2119,1517,851,558
JUARINA,TO,2141,1722,936,663
PAU D'ARCO,TO,4767,2709,1420,1124
MATEIROS,TO,1737,1602,1018,461
SÃO BENTO DO TOCANTINS,TO,4447,3619,2411,949
CARIRI DO TOCANTINS,TO,3562,2834,1413,1219
ESPERANTINA,TO,8134,4742,3242,1192
ARAGUANÃ,TO,5000,2889,1396,1328
BARREIRINHAS,MA,47850,37705,28657,6349
SÃO LUÍS,MA,957515,634781,347260,210682
CARMOLÂNDIA,TO,2313,1911,1098,639
ARAGOMINAS,TO,5469,3635,2201,1190
MURICILÂNDIA,TO,2850,2209,1363,701
JAÚ DO TOCANTINS,TO,3789,2234,1211,881
SUCUPIRA,TO,1667,1363,694,548
SANTA FÉ DO ARAGUAIA,TO,5610,4190,2308,1580
SÃO SALVADOR DO TOCANTINS,TO,3012,1763,1174,436
LAGOA DA CONFUSÃO,TO,8220,6810,3345,3071
BURITICUPU,MA,61480,30356,19730,8762
SANTA INÊS,MA,82026,51426,32409,15101
RIO DOS BOIS,TO,2092,2035,1220,655
CARRASCO BONITO,TO,3314,2432,1553,720
PALMAS,TO,178386,164333,61252,88034
CHAPADA DA NATIVIDADE,TO,3680,2228,1581,448
TALISMÃ,TO,2555,1980,1045,809
AGUIARNÓPOLIS,TO,3995,3062,1862,966
SANTA RITA DO TOCANTINS,TO,2260,1675,831,711
LUZINÓPOLIS,TO,2784,2066,1234,681
CRIXÁS DO TOCANTINS,TO,1264,1150,615,466
GURUPI,TO,71413,46948,18155,24152
PUGMIL,TO,2165,1668,741,783
NOVA IORQUE,MA,4892,3388,2642,541
BENEDITO LEITE,MA,5387,2893,2179,508
BANDEIRANTES DO TOCANTINS,TO,2711,2225,1044,1055
IPUEIRAS,TO,1698,1457,1023,344
LAVANDEIRA,TO,1590,1429,869,441
ALTO ALEGRE DOS PARECIS,RO,11615,6461,1957,3961
BARRA DO OURO,TO,3581,2910,1812,864
BURITIRANA,MA,12596,8906,5230,3026
BEQUIMÃO,MA,20735,13639,10475,1990
PERI MIRIM,MA,12219,9121,7097,1428
CAMPESTRE DO MARANHÃO,MA,12246,7452,4984,2023
GODOY MOREIRA,PR,3568,2149,1217,719
BREJO,MA,31049,18538,14013,3243
SANTA QUITÉRIA DO MARANHÃO,MA,28341,16528,12702,2522
ABATIÁ,PR,7791,4524,1858,2308
SANTO ANTÔNIO DA PLATINA,PR,40480,25999,8748,14496
IBEMA,PR,5927,3788,1820,1649
CATANDUVAS,PR,9578,5767,2382,2860
TRÊS BARRAS DO PARANÁ,PR,11718,7453,3085,3833
ADRIANÓPOLIS,PR,6709,4172,2414,1379
CAPINZAL DO NORTE,MA,10385,7127,4984,1532
LINDOESTE,PR,5446,3996,2173,1529
OURO VERDE DO OESTE,PR,5465,4052,1420,2274
AGUDOS DO SUL,PR,8192,6638,2377,3608
ALMIRANTE TAMANDARÉ,PR,93055,59992,23050,28400
SANTA TEREZA DO OESTE,PR,9378,7581,2950,3954
ALTO PARANÁ,PR,12936,8300,3509,4030
ANAHY,PR,2868,2192,1049,922
ALTO PIQUIRI,PR,10210,6038,2965,2565
BURITI,MA,25274,16718,13785,1691
ÂNGULO,PR,2807,2485,822,1427
ALVORADA DO SUL,PR,9014,5837,2192,3182
BOA ESPERANÇA DO IGUAÇU,PR,2866,1985,1200,636
AMAPORÃ,PR,5140,3250,1570,1375
BOM SUCESSO DO SUL,PR,3061,2507,914,1428
BRASILÂNDIA DO SUL,PR,3306,2222,1138,895
REALEZA,PR,15809,12681,5299,6443
AMPÉRE,PR,17067,11377,6249,4284
CENTRAL DO MARANHÃO,MA,8776,5478,4628,468
CAFEZAL DO SUL,PR,4271,3507,1316,1891
ANDIRÁ,PR,21330,12868,4972,6589
ANTONINA,PR,17581,11877,3817,6765
CANDÓI,PR,15412,9377,5035,3607
CRUZEIRO DO IGUAÇU,PR,4150,2984,1598,1194
DIAMANTE DO SUL,PR,3665,2490,1201,1137
ENTRE RIOS DO OESTE,PR,3842,3093,771,2159
ARAPOTI,PR,25645,15008,4601,8864
ARAPONGAS,PR,96669,67121,14401,45033
APUCARANA,PR,115323,75388,20168,45398
FAROL,PR,3394,2280,1066,1026
ARARUNA,PR,12650,8996,3423,4680
FAZENDA RIO GRANDE,PR,75006,65632,24116,32652
MARILÂNDIA DO SUL,PR,8932,5784,1853,3297
FLOR DA SERRA DO SUL,PR,4685,3507,1817,1441
MARMELEIRO,PR,13156,9739,4769,4184
HONÓRIO SERPA,PR,6169,5128,2664,2123
ASSAÍ,PR,16098,9729,2646,5985
NOVA AMÉRICA DA COLINA,PR,3298,2676,1135,1304
IGUATU,PR,2286,1658,838,724
ARAUCÁRIA,PR,109943,85834,35403,37999
BURITI BRAVO,MA,22279,13453,10679,1676
ASTORGA,PR,24191,15783,4037,10339
IGUARAÇU,PR,3741,3409,1193,1936
NOVA UNIÃO,RO,7750,4132,1749,2129
IRACEMA DO OESTE,PR,2580,1891,923,826
ATALAIA,PR,3627,2699,1049,1416
NOVA ESPERANÇA,PR,25719,16594,5637,9229
NOVO ITACOLOMI,PR,2747,2401,863,1243
BALSA NOVA,PR,10639,9040,3161,4801
CAMPO MAGRO,PR,22325,17087,6648,8235
ITAPERUÇU,PR,22021,17318,9972,5803
BANDEIRANTES,PR,32290,19682,5440,12615
IVATÉ,PR,7792,4511,1959,2178
CENTRO DO GUILHERME,MA,7094,5528,4360,930
GOVERNADOR NUNES FREIRE,MA,24012,12848,8493,3553
BARBOSA FERRAZ,PR,13655,6702,2822,3215
LIDIANÓPOLIS,PR,4123,3197,1138,1756
BARRACÃO,PR,9027,6058,2674,2990
MARIPÁ,PR,5571,4261,762,3214
BARRA DO JACARÉ,PR,2757,2171,985,970
MATO RICO,PR,4156,2955,1731,927
BELA VISTA DO PARAÍSO,PR,14996,9686,3412,5344
MAUÁ DA SERRA,PR,7814,6234,2424,3262
CAJAPIÓ,MA,9982,7556,6172,750
BITURUNA,PR,16142,10052,5378,3737
MERCEDES,PR,4713,4104,703,3174
BOA ESPERANÇA,PR,4706,3139,851,2044
NOVA LARANJEIRAS,PR,11302,6285,3565,2341
LARANJEIRAS DO SUL,PR,30481,19716,10361,7730
BOCAIÚVA DO SUL,PR,9533,7586,2990,3684
NOVA SANTA BÁRBARA,PR,3802,2853,1417,1153
BOM SUCESSO,PR,6397,4295,2138,1681
PATO BRAGADO,PR,4631,3758,792,2698
CENTRO NOVO DO MARANHÃO,MA,15127,8611,6484,1529
BORRAZÓPOLIS,PR,8275,5489,2095,2884
PINHAL DE SÃO BENTO,PR,2524,1716,1197,405
BELA VISTA DA CAROBA,PR,4136,3444,1804,1402
CAFEARA,PR,2702,1875,1016,696
PITANGUEIRAS,PR,2664,2063,705,1173
CALIFÓRNIA,PR,7546,5665,1790,3235
QUATRO PONTES,PR,3669,3279,477,2584
CAMBARÁ,PR,23956,14076,5128,7432
RAMILÂNDIA,PR,4147,3289,1578,1475
CAJARI,MA,12842,11535,9537,1363
VIANA,MA,47466,29101,20123,7038
RANCHO ALEGRE D'OESTE,PR,2928,1889,802,937
RIO BONITO DO IGUAÇU,PR,14450,8762,5891,2397
CAMBÉ,PR,92888,60008,16512,35256
CAMBIRA,PR,6862,5121,1710,2872
CAMPINA DA LAGOA,PR,15983,9474,3682,4740
SANTA LÚCIA,PR,3725,2615,1121,1273
CAMPO BONITO,PR,4426,2932,1489,1219
CAMPINA GRANDE DO SUL,PR,35396,27061,9482,14279
CAMPO DO TENENTE,PR,6461,5121,1776,2770
CIDELÂNDIA,MA,12407,8515,5774,2161
SANTA MARIA DO OESTE,PR,11548,6434,3725,2223
SANTA MÔNICA,PR,3453,2191,1146,883
CAMPO LARGO,PR,105492,74911,23731,40538
SÃO MANOEL DO PARANÁ,PR,2093,1616,562,889
CAMPO MOURÃO,PR,82530,55781,19738,29544
SÃO PEDRO DO IGUAÇU,PR,6540,3391,1404,1721
SÃO JOSÉ DAS PALMEIRAS,PR,3873,3375,1588,1472
TUPÃSSI,PR,7755,5816,1565,3816
CÂNDIDO DE ABREU,PR,17775,9219,3842,4339
CAPANEMA,PR,18103,12350,5737,5671
TUNAS DO PARANÁ,PR,5921,4157,1943,1848
CAPITÃO LEÔNIDAS MARQUES,PR,13616,9382,4121,4547
VENTANIA,PR,10275,6134,3121,2399
ALTO PARAÍSO,PR,3252,2269,935,1138
CARLÓPOLIS,PR,13170,9166,3392,4840
DOUTOR ULYSSES,PR,5956,3993,2113,1452
VIRMOND,PR,4024,2913,1298,1342
CASTRO,PR,65363,44651,14885,23547
CÂNDIDO MENDES,MA,18820,12085,8564,2717
LARANJAL,PR,6322,3632,2344,1068
CENTENÁRIO DO SUL,PR,11247,6812,3744,2515
ITAIPULÂNDIA,PR,8581,7672,2877,4355
CASCAVEL,PR,285784,190029,58872,110246
NOVA ESPERANÇA DO SUDOESTE,PR,5182,4005,2266,1439
CONCEIÇÃO DO LAGO-AÇU,MA,14063,8846,6455,1810
CERRO AZUL,PR,17693,10561,5588,3831
CHOPINZINHO,PR,19224,13800,5792,6936
CIANORTE,PR,64498,45620,11573,29090
PINHAIS,PR,112038,77309,25849,40134
SAUDADE DO IGUAÇU,PR,4931,4018,2176,1558
CIDADE GAÚCHA,PR,10468,6609,2864,3202
GUAPOREMA,PR,2190,2023,821,1060
ARIRANHA DO IVAÍ,PR,2540,1625,905,583
MANOEL RIBAS,PR,12762,9435,3294,5361
CLEVELÂNDIA,PR,17599,10238,4942,4542
CANTANHEDE,MA,18827,9629,7550,1446
ITAPECURU MIRIM,MA,54573,35568,26422,6270
MANGUEIRINHA,PR,17119,10691,5568,4380
FOZ DO JORDÃO,PR,5832,3585,2213,1158
ARAPUÃ,PR,3945,2441,1257,957
JARDIM ALEGRE,PR,14315,6631,3039,3044
BOA VENTURA DE SÃO ROQUE,PR,6744,4185,2437,1357
COLOMBO,PR,233916,127054,45132,64155
BOM JESUS DO SUL,PR,3835,2975,1658,1165
COLORADO,PR,21049,14615,6350,6707
NOSSA SENHORA DAS GRAÇAS,PR,3903,2740,1469,1019
CONGONHINHAS,PR,8552,5160,2867,1829
CAMPINA DO SIMÃO,PR,4180,2862,1750,859
CONSELHEIRO MAIRINCK,PR,3554,2390,1086,1053
TEIXEIRÓPOLIS,RO,4919,3046,1106,1746
CONTENDA,PR,14800,10696,4153,5161
CARAMBEÍ,PR,16521,14367,3801,8501
CORBÉLIA,PR,15428,11401,3633,6762
CORONEL DOMINGOS SOARES,PR,7480,3997,2383,1356
CRUZMALTINA,PR,3116,1967,748,1019
FAXINAL,PR,15527,9705,2779,5985
CORNÉLIO PROCÓPIO,PR,46931,28439,9379,15591
FEIRA NOVA DO MARANHÃO,MA,7648,5513,3423,1620
CORONEL VIVIDA,PR,21571,12692,5876,5707
CORUMBATAÍ DO SUL,PR,4262,2810,1358,1090
CRUZEIRO DO OESTE,PR,20182,12838,4524,7196
TAPEJARA,PR,14498,9641,3675,5220
ESPERANÇA NOVA,PR,1887,1611,501,981
CRUZEIRO DO SUL,PR,4493,3177,1776,1144
ESPIGÃO ALTO DO IGUAÇU,PR,5104,2814,1140,1461
QUEDAS DO IGUAÇU,PR,30181,18964,7399,10326
CRUZ MACHADO,PR,18329,11248,4237,5320
FERNANDES PINHEIRO,PR,5688,4502,2116,1912
CAROLINA,MA,24442,13894,8344,4435
CURIÚVA,PR,14338,8434,3503,3848
GOIOXIM,PR,7993,4270,2666,1267
DIAMANTE DO NORTE,PR,5611,3748,1595,1862
DIAMANTE D'OESTE,PR,4944,3003,1718,1066
DOIS VIZINHOS,PR,34001,27203,12773,12451
GUAMIRANGA,PR,7548,5559,2042,2967
DOUTOR CAMARGO,PR,5609,4140,1321,2367
FERNANDO FALCÃO,MA,8105,7370,5495,1549
IMBAÚ,PR,11191,6938,3361,2889
ENÉAS MARQUES,PR,5974,4462,2404,1701
MANFRINÓPOLIS,PR,3306,2468,1609,712
ENGENHEIRO BELTRÃO,PR,13867,8335,3101,4485
MARQUINHO,PR,5205,3129,1727,1171
PEROBAL,PR,5055,4598,1515,2662
FÊNIX,PR,4871,3134,1455,1347
CURITIBA,PR,1797408,1149586,348166,612309
CARUTAPERA,MA,20285,13990,9538,3317
SANTA LUZIA DO PARUÁ,MA,19633,15708,10755,3831
PONTAL DO PARANÁ,PR,16625,16155,6105,8262
FLORAÍ,PR,5051,3746,1452,1959
PORTO BARREIRO,PR,3761,2893,1493,1196
PRADO FERREIRA,PR,3344,2588,1169,1218
FLORESTÓPOLIS,PR,11571,7597,3829,3220
PORECATU,PR,14174,7880,3633,3495
QUARTO CENTENÁRIO,PR,4848,2886,1273,1424
FLÓRIDA,PR,2448,2284,1010,1073
FORMOSA DA SERRA NEGRA,MA,16882,10472,6146,3375
RESERVA DO IGUAÇU,PR,7094,4472,2674,1445
FORMOSA DO OESTE,PR,7532,4384,1428,2524
JESUÍTAS,PR,8825,7029,2517,3827
RIO BRANCO DO IVAÍ,PR,3850,2674,1183,1236
SERRANÓPOLIS DO IGUAÇU,PR,4327,3651,1012,2403
TAMARANA,PR,10887,6289,2300,3339
LONDRINA,PR,497833,317287,74673,196289
FRANCISCO BELTRÃO,PR,72409,55381,24595,25704
GENERAL CARNEIRO,PR,14591,6682,3472,2676
GOIOERÊ,PR,28941,17145,5706,9772
FOZ DO IGUAÇU,PR,311336,157194,50209,94480
SANTA TEREZINHA DE ITAIPU,PR,19552,16068,4720,10157
GUAÍRA,PR,28683,18400,5649,11413
GUAIRAÇÁ,PR,5721,4134,1689,2089
ROSÁRIO DO IVAÍ,PR,5823,3612,1428,1788
GUAPIRAMA,PR,3639,3049,1338,1440
NOVA TEBAS,PR,8317,4277,2635,1263
SULINA,PR,3445,2384,1191,983
GUARACI,PR,4993,3472,1245,1928
LUIZIANA,PR,7204,4557,2219,1958
GUARANIAÇU,PR,15959,8827,3101,4971
CAXIAS,MA,143197,87427,62238,17050
GUARAQUEÇABA,PR,7732,5405,2299,2593
GUARATUBA,PR,30793,21954,6412,13350
IBAITI,PR,28050,16608,6214,8570
GUARAPUAVA,PR,164567,107232,47123,48657
IBIPORÃ,PR,45158,31294,8870,18186
ICARAÍMA,PR,9212,5555,1904,3195
IMBITUVA,PR,27044,19417,6530,10535
