MUNICIPIO,ESTADO,POPULACAOESTIMADA,TOTALCOMPARECIMENTOS,VOTOSLULA,VOTOSBOLSONARO
GUARAPARI,ES,128504,74753,23500,42727
IBIRAÇU,ES,12701,7626,2900,3863
IBITIRAMA,ES,8830,5775,1743,3441
IÚNA,ES,29417,16003,4645,9804
ICONHA,ES,14083,9178,3132,4996
ITAGUAÇU,ES,13982,8949,3701,4287
ITAPEMIRIM,ES,34957,28117,8488,17409
ITARANA,ES,10433,7483,2498,4024
URUPÁ,RO,11081,6817,2159,4102
JERÔNIMO MONTEIRO,ES,12336,7749,3273,3564
JOÃO NEIVA,ES,16774,10205,3731,5322
MANTENÓPOLIS,ES,15653,7541,3128,3793
LINHARES,ES,179755,90847,32158,47927
MIMOSO DO SUL,ES,26079,15824,7582,6471
MUQUI,ES,15602,9319,3956,4266
MONTANHA,ES,18954,11106,5844,4283
MUCURICI,ES,5468,3924,2324,1288
MUNIZ FREIRE,ES,17176,11074,4531,5236
REDENÇÃO,PA,86326,47826,14587,30037
PANCAS,ES,23426,11337,5036,5331
NOVA VENÉCIA,ES,50751,29547,13287,13546
PIÚMA,ES,22388,13248,4911,7077
PRESIDENTE KENNEDY,ES,11741,9827,3492,5648
RIO NOVO DO SUL,ES,11630,7344,1958,4684
SANTA LEOPOLDINA,ES,12171,8064,3394,3605
RIO MARIA,PA,18208,10704,4344,5618
SANTA TERESA,ES,23853,15563,4943,8715
SÃO GABRIEL DA PALHA,ES,39085,19586,8018,9876
SÃO JOSÉ DO CALÇADO,ES,10536,6760,3266,2677
SÃO MATEUS,ES,134629,66807,32554,27473
VIANA,ES,80735,42043,17599,19780
SERRA,ES,536765,277868,119399,125603
VITÓRIA,ES,369534,219007,89301,102641
MARILÂNDIA,ES,13091,8698,2986,4759
VILA VELHA,ES,508655,277136,97141,147059
IBATIBA,ES,26762,14872,4343,9091
RIO BANANAL,ES,19398,11070,4755,5149
JAGUARÉ,ES,31589,17007,9711,5996
PEDRO CANÁRIO,ES,26575,13207,7320,4671
RONDON DO PARÁ,PA,53242,20974,9409,10056
MIRANTE DA SERRA,RO,10691,6527,2333,3711
MEDICILÂNDIA,PA,32347,15416,4768,9415
URUARÁ,PA,45395,22449,5730,15092
LARANJA DA TERRA,ES,10919,7667,2756,4090
SANTA MARIA DE JETIBÁ,ES,41588,24944,7111,15370
VARGEM ALTA,ES,21778,12543,3339,7984
SÃO GERALDO DO ARAGUAIA,PA,24566,15115,6403,7831
VENDA NOVA DO IMIGRANTE,ES,26204,14639,3388,9539
ÁGUIA BRANCA,ES,9621,6733,3799,2466
QUISSAMÃ,RJ,25535,14934,7299,6273
PORTO REAL,RJ,20254,14341,5785,7168
QUATIS,RJ,14562,8790,4030,3857
ANGRA DOS REIS,RJ,210171,101465,31926,60443
ARARUAMA,RJ,136109,78790,23067,46791
CARDOSO MOREIRA,RJ,12818,8964,3252,4974
BARRA DO PIRAÍ,RJ,101139,54346,24596,23125
BELFORD ROXO,RJ,515239,263296,97771,137708
VARRE-SAI,RJ,11208,6777,2152,3851
BOM JARDIM,RJ,27779,17203,6323,8314
BARRA MANSA,RJ,185237,107750,44825,49812
GUAPIMIRIM,RJ,62225,33002,12058,17591
BOM JESUS DO ITABAPOANA,RJ,37306,23176,9416,11658
QUEIMADOS,RJ,152311,80358,30421,41093
JAPERI,RJ,106296,58785,22887,29752
CABO FRIO,RJ,234077,125271,37586,75184
CACHOEIRAS DE MACACU,RJ,59652,34140,12274,18409
ITABORAÍ,RJ,244416,139283,53956,70659
COMENDADOR LEVY GASPARIAN,RJ,8590,6777,3686,2442
CAMBUCI,RJ,15521,9770,4565,4418
APERIBÉ,RJ,12036,7987,2982,4290
CONCÓRDIA DO PARÁ,PA,34236,19171,11500,6389
SERINGUEIRAS,RO,11846,7405,2462,4401
CANTAGALO,RJ,20163,12596,5231,5891
RIO DAS OSTRAS,RJ,159529,72919,23471,41639
AREAL,RJ,12763,7923,2899,4052
CARMO,RJ,19161,11754,5838,4715
CAMPOS DOS GOYTACAZES,RJ,514643,288458,93871,159381
PINHEIRAL,RJ,25563,14491,7297,5749
CASIMIRO DE ABREU,RJ,45864,25896,7670,15817
IGUABA GRANDE,RJ,29344,20830,5984,12769
CONCEIÇÃO DE MACABU,RJ,23561,13616,6479,5570
TRAJANO DE MORAES,RJ,10653,7290,3460,3012
SÃO FRANCISCO DE ITABAPOANA,RJ,42214,28406,8792,16831
CORDEIRO,RJ,22152,12683,5233,6032
NOVA FRIBURGO,RJ,191664,120575,42440,60659
CARAPEBUS,RJ,16859,9518,3876,4846
MACAÉ,RJ,266136,130992,54187,62275
DUAS BARRAS,RJ,11563,8048,3650,3382
SÃO JOSÉ DE UBÁ,RJ,7240,5940,2074,3289
ENGENHEIRO PAULO DE FRONTIN,RJ,14138,9004,4095,3942
DUQUE DE CAXIAS,RJ,929449,529529,202089,267993
TANGUÁ,RJ,34898,20775,8142,10756
ARMAÇÃO DOS BÚZIOS,RJ,35060,25194,7812,15040
ITAGUAÍ,RJ,136547,74311,24174,41991
ITAOCARA,RJ,23211,15909,4954,9266
SEROPÉDICA,RJ,83841,45917,16026,25064
ITAPERUNA,RJ,104354,57759,18208,34039
ITATIAIA,RJ,32312,20396,8036,10102
LAJE DO MURIAÉ,RJ,7298,5413,3004,1946
MIRACEMA,RJ,27134,17648,8660,7114
MESQUITA,RJ,177016,108577,38687,58124
CURIONÓPOLIS,PA,17764,12002,5434,5772
MANGARATIBA,RJ,45941,29375,9879,16728
MAGÉ,RJ,247741,155145,57530,81901
MENDES,RJ,18681,12258,5449,5307
MARICÁ,RJ,167668,114230,50619,52811
MIGUEL PEREIRA,RJ,25622,18658,7056,9499
PATY DO ALFERES,RJ,27942,18246,6177,10096
NATIVIDADE,RJ,15305,9947,4313,4499
NILÓPOLIS,RJ,162893,104608,38004,55143
NITERÓI,RJ,516981,326508,147370,135810
PARACAMBI,RJ,53093,26777,9826,14164
PETRÓPOLIS,RJ,307144,186165,60282,97782
PARAÍBA DO SUL,RJ,44741,25719,10055,12253
PARATY,RJ,44175,25095,8407,14315
GARRAFÃO DO NORTE,PA,26155,17237,11603,3960
PIRAÍ,RJ,29802,18062,8004,8049
PORCIÚNCULA,RJ,19068,10635,5286,4182
NOVA IGUAÇU,RJ,825388,484890,164947,263912
RIO BONITO,RJ,60930,36288,11329,20773
RESENDE,RJ,133244,74569,25504,39309
RIO CLARO,RJ,18677,12095,5649,5163
RIO DAS FLORES,RJ,9401,6619,3937,2046
SANTA MARIA MADALENA,RJ,10380,7043,3213,2953
SANTO ANTÔNIO DE PÁDUA,RJ,42705,25176,9097,13656
SÃO FIDÉLIS,RJ,38749,23760,7828,13737
SÃO JOÃO DA BARRA,RJ,36731,30652,10893,16398
THEOBROMA,RO,10348,5830,1785,3519
SÃO GONÇALO,RJ,1098357,518408,208703,246578
SÃO PEDRO DA ALDEIA,RJ,107556,53910,13718,34986
SÃO SEBASTIÃO DO ALTO,RJ,9416,6304,2690,3025
SÃO JOÃO DE MERITI,RJ,473385,289556,107385,149764
SAPUCAIA,RJ,18270,12948,5142,6568
SAQUAREMA,RJ,91938,56271,17521,32668
SILVA JARDIM,RJ,21775,14870,5123,8284
SUMIDOURO,RJ,15709,11310,3536,6700
TERESÓPOLIS,RJ,185820,99860,27703,59100
TRÊS RIOS,RJ,82468,49187,23650,19812
VALENÇA,RJ,77202,42684,22058,15066
VASSOURAS,RJ,37262,23357,10263,10379
VOLTA REDONDA,RJ,274925,179038,76700,81210
ARRAIAL DO CABO,RJ,30827,24233,8067,13917
ITALVA,RJ,15387,8827,2823,5275
BREJO GRANDE DO ARAGUAIA,PA,7357,5259,2898,2035
SÃO JOSÉ DO VALE DO RIO PRETO,RJ,22032,12948,2425,9263
OURILÂNDIA DO NORTE,PA,33831,17058,6496,9605
DOM ELISEU,PA,61206,23036,11863,9705
SANTA MARIA DAS BARREIRAS,PA,22244,9363,3467,5338
PRACUÚBA,AP,5370,3079,1660,1231
AMAPÁ,AP,9265,5468,3159,1767
PORTO GRANDE,AP,22927,10992,5701,4222
CALÇOENE,AP,11493,6254,3556,2117
MINISTRO ANDREAZZA,RO,9461,4633,1536,2737
CUTIAS,AP,6217,4141,2316,1475
SANTANA,AP,124808,70671,29485,32918
MAZAGÃO,AP,22468,15377,9163,4621
PEDRA BRANCA DO AMAPARI,AP,17625,7584,4050,2967
MACAPÁ,AP,522357,253197,101129,113733
OIAPOQUE,AP,28534,14484,8885,4353
EUCLIDES DA CUNHA PAULISTA,SP,9280,4804,2905,1468
RIO DE JANEIRO,RJ,6775561,3781223,1567852,1695337
ADAMANTINA,SP,35153,20642,4697,13529
BOREBI,SP,2713,2073,770,1079
ADOLFO,SP,3545,3229,1101,1822
TARUMÃ,SP,15361,9330,3360,5074
AGUAÍ,SP,36981,17949,6311,9015
ÁGUAS DA PRATA,SP,8262,5384,1730,2864
SERRA DO NAVIO,AP,5577,3031,1173,1619
MOTUCA,SP,4831,2801,1319,1157
IARAS,SP,9786,3138,1589,1252
ÁGUAS DE LINDÓIA,SP,18908,11583,2929,7077
GUATAPARÁ,SP,7760,4502,2245,1748
ÁGUAS DE SÃO PEDRO,SP,3588,2898,829,1697
SÃO PEDRO,SP,36298,20887,5229,13122
DIRCE REIS,SP,1805,1297,583,564
AGUDOS,SP,37582,23314,6905,13235
FERREIRA GOMES,AP,8151,4645,2300,1845
ESPÍRITO SANTO DO TURVO,SP,4926,2647,1190,1189
ALFREDO MARCONDES,SP,4201,3160,1159,1752
ROSANA,SP,15929,10304,5302,3990
ALTAIR,SP,4211,2419,1008,1172
EMBAÚBA,SP,2446,1906,748,965
ALTINÓPOLIS,SP,16221,9885,4138,4277
GOVERNADOR JORGE TEIXEIRA,RO,7130,5417,1543,3415
ILHA SOLTEIRA,SP,26886,15210,5735,7173
ALTO ALEGRE,SP,4078,2790,800,1719
VITÓRIA DO JARI,AP,16572,7785,5060,2186
ALUMÍNIO,SP,18903,11767,4890,4994
ÁLVARES FLORENCE,SP,3616,3078,959,1776
PEDRINHAS PAULISTA,SP,3109,2218,694,1276
ÁLVARES MACHADO,SP,25078,14769,5300,7725
ARAÇARIGUAMA,SP,23343,13668,5326,6577
ÁLVARO DE CARVALHO,SP,5320,2259,1002,968
BERTIOGA,SP,66154,36089,14137,17678
ALVINLÂNDIA,SP,3251,2071,903,972
SUZANÁPOLIS,SP,4063,2555,1242,1021
LARANJAL DO JARI,AP,52302,21251,12198,7198
SANTO ANTÔNIO DO ARACANGUÁ,SP,8541,5652,2206,3026
AMÉRICO BRASILIENSE,SP,41545,22698,11203,8347
CANITAR,SP,5365,3195,1448,1408
AMERICANA,SP,244370,144267,40614,82517
AMÉRICO DE CAMPOS,SP,5993,4029,1365,2266
BARRA DO CHAPÉU,SP,5794,3430,1521,1316
APIAÍ,SP,24081,15448,6551,6792
EMILIANÓPOLIS,SP,3238,2144,990,1022
ANALÂNDIA,SP,5115,3231,944,1859
AMPARO,SP,73145,43325,11791,24676
MONTE ALEGRE DO SUL,SP,8181,5656,1529,3187
NOVAIS,SP,6057,2934,1064,1563
ANDRADINA,SP,57245,34582,11518,18800
NOVA CANAÃ PAULISTA,SP,1824,1495,651,642
SALTINHO,SP,8498,5661,909,4143
ANGATUBA,SP,25724,13796,5399,6401
ANHEMBI,SP,6911,4033,1482,2131
UBARANA,SP,6488,3252,1419,1518
MENDONÇA,SP,5638,4150,1597,2169
ANHUMAS,SP,4172,2659,1019,1400
CAJATI,SP,28441,17206,5170,10277
APARECIDA,SP,36211,22751,7346,12173
CAMPINA DO MONTE ALEGRE,SP,6088,3876,1386,1991
APARECIDA D'OESTE,SP,4122,3028,1345,1425
ASPÁSIA,SP,1815,1496,577,787
VARGEM,SP,10842,4972,1539,2736
POTIM,SP,25603,10039,3681,5135
ROSEIRA,SP,10888,7223,2444,3832
ARAÇOIABA DA SERRA,SP,35389,20004,5804,11224
ALAMBARI,SP,6231,4409,1359,2542
ARAÇATUBA,SP,199210,118558,32370,71740
ARAMINA,SP,5689,3279,1593,1349
IGARAPAVA,SP,30791,15515,7102,6540
ITAOCA,SP,3332,1820,928,712
ARANDU,SP,6373,4453,1689,2291
TUIUTI,SP,7058,4225,1223,2412
ARAPEÍ,SP,2452,1874,864,791
ESTIVA GERBI,SP,11507,7299,2265,4116
MOGI GUAÇU,SP,154146,94294,24111,57089
ARARAQUARA,SP,240542,137520,59994,55772
ARARAS,SP,136739,80096,21530,45688
AREALVA,SP,8665,4927,1554,2839
ENGENHEIRO COELHO,SP,21712,11535,3846,6495
AREIAS,SP,3906,2673,1545,856
RIBEIRÃO GRANDE,SP,7686,5203,2558,1838
AREIÓPOLIS,SP,11186,6755,2747,3174
TARTARUGALZINHO,AP,18217,8162,4521,2996
HORTOLÂNDIA,SP,237570,132660,54556,60988
ARIRANHA,SP,9851,5418,1800,3017
HOLAMBRA,SP,15605,10157,2857,5945
ELISIÁRIO,SP,3742,2220,657,1321
ARTUR NOGUEIRA,SP,56247,31438,10200,17185
ARUJÁ,SP,92453,56833,21271,26313
BOM SUCESSO DE ITARARÉ,SP,4013,2595,1357,1007
PONTALINDA,SP,4719,2475,1192,1062
ASSIS,SP,105768,55762,18650,30077
ATIBAIA,SP,145378,92957,28168,48671
AURIFLAMA,SP,15316,8252,2536,4984
GUZOLÂNDIA,SP,5346,3332,1470,1493
TAQUARIVAÍ,SP,5968,3895,1621,1778
AVAÍ,SP,5467,3138,1485,1354
MARAPOAMA,SP,3097,2166,491,1472
AVANHANDAVA,SP,14063,6047,2760,2649
SÃO JOÃO DE IRACEMA,SP,1942,1353,709,508
AVARÉ,SP,91792,51035,16186,27165
SÃO LOURENÇO DA SERRA,SP,16127,9158,3875,3736
ITAPECERICA DA SERRA,SP,179574,98053,49795,32475
BADY BASSITT,SP,18013,11669,3246,7094
ZACARIAS,SP,2784,1903,687,1034
BALBINOS,SP,6127,1091,431,567
REGINÓPOLIS,SP,10047,3853,1096,2362
ITAPIRAPUÃ PAULISTA,SP,4294,2591,1402,913
MESÓPOLIS,SP,1903,1387,578,691
BÁLSAMO,SP,9209,6000,1761,3353
BANANAL,SP,11039,6670,3396,2515
NOVA CAMPINA,SP,9962,5541,2470,2575
BARBOSA,SP,7532,4020,1619,1980
CACAULÂNDIA,RO,6307,2749,685,1872
CUJUBIM,RO,27131,8159,1848,5777
ILHA COMPRIDA,SP,11552,7079,2735,3428
IGUAPE,SP,31117,18313,6807,9286
BARÃO DE ANTONINA,SP,3525,2098,928,902
LOURDES,SP,2311,1260,460,680
TURIÚBA,SP,2024,1502,495,870
BARIRI,SP,35844,18819,4613,11512
TORRE DE PEDRA,SP,2432,1932,546,1137
BARRA BONITA,SP,36125,23484,7054,12960
ARCO-ÍRIS,SP,1755,1726,561,977
BARRA DO TURVO,SP,7606,4583,2216,1963
BREJO ALEGRE,SP,2911,2028,1034,817
CANAS,SP,5268,3090,1135,1556
BARRETOS,SP,123546,66147,22049,35299
BARRINHA,SP,33537,20984,9885,8549
PRACINHA,SP,4327,1102,471,536
PRATÂNIA,SP,5371,3669,1469,1794
BASTOS,SP,20952,13647,3440,8614
BARUERI,SP,279704,224841,94634,93212
QUADRA,SP,3902,2824,1054,1374
BATATAIS,SP,63438,34380,13185,15844
SANTA CRUZ DA ESPERANÇA,SP,2166,1863,765,882
SANTA SALETE,SP,1558,1407,425,852
BEBEDOURO,SP,77612,44922,12224,26879
BAURU,SP,381706,216228,72701,110151
VITÓRIA BRASIL,SP,1852,1334,547,662
BENTO DE ABREU,SP,3028,1696,641,898
IPIGUÁ,SP,5557,3426,962,2125
BERNARDINO DE CAMPOS,SP,11168,6389,2173,3447
TAQUARAL,SP,2815,1803,698,919
BILAC,SP,8197,4972,1388,3123
FERNÃO,SP,1739,1202,388,680
GAVIÃO PEIXOTO,SP,4841,3249,1700,1142
JUMIRIM,SP,3467,1875,598,1059
BIRIGUI,SP,126094,68203,16358,43361
SANTÓPOLIS DO AGUAPEÍ,SP,4856,4201,1445,2288
BIRITIBA MIRIM,SP,33265,18809,6496,9057
NANTES,SP,3215,1759,854,767
BOA ESPERANÇA DO SUL,SP,15111,8144,4312,2905
NOVA CASTILHO,SP,1290,1014,355,571
BOCAINA,SP,12571,7123,2022,4139
BOFETE,SP,12107,6161,2125,3192
OUROESTE,SP,10712,5941,2297,3044
PAULISTÂNIA,SP,1835,1474,512,800
BOITUVA,SP,63310,35473,10448,20006
RIBEIRÃO DOS ÍNDIOS,SP,2222,1524,733,620
BOM JESUS DOS PERDÕES,SP,26506,14437,4843,7529
TRABIJU,SP,1752,1279,639,468
BORACÉIA,SP,4913,3117,1184,1555
BORBOREMA,SP,16278,9193,2552,5551
BRAÚNA,SP,5795,3442,1006,2165
BRODOWSKI,SP,25605,14142,4090,8229
BOTUCATU,SP,149718,86005,29816,40590
ITATINGA,SP,21139,12051,4473,5806
BRAGANÇA PAULISTA,SP,172346,105571,29419,58530
BROTAS,SP,24862,13849,3616,8257
BURI,SP,20050,11875,4317,6441
BURITAMA,SP,17414,10086,3355,5741
CABRÁLIA PAULISTA,SP,4222,2656,1153,1212
BURITIZAL,SP,4547,3005,844,1895
CABREÚVA,SP,51130,27304,9318,14339
ITU,SP,177150,99715,30806,53474
CACHOEIRA PAULISTA,SP,33827,19329,7107,9612
CACONDE,SP,19031,10476,4180,5047
TAPIRATIBA,SP,12940,8101,3582,3423
CAIABU,SP,4195,2758,1251,1227
CAFELÂNDIA,SP,17917,9817,3310,5206
CAÇAPAVA,SP,95752,58773,16688,32466
CAIUÁ,SP,6017,2944,1583,1101
CAIEIRAS,SP,104044,56944,24029,23497
CAJURU,SP,26613,14231,6122,6301
CAJOBI,SP,10649,6038,2193,3280
CAJAMAR,SP,79034,54245,23376,21861
CAMPO LIMPO PAULISTA,SP,86407,48306,17546,22936
CAMPOS DO JORDÃO,SP,52713,29464,9402,14814
CAMPOS NOVOS PAULISTA,SP,5028,2895,1012,1676
CANANÉIA,SP,12542,7701,2888,3818
CÂNDIDO RODRIGUES,SP,2805,2005,608,1162
CÂNDIDO MOTA,SP,31410,18647,5224,11256
CAPELA DO ALTO,SP,21257,11581,3303,6695
CAPÃO BONITO,SP,47098,27504,9426,13973
CAPIVARI,SP,56973,31064,8651,18068
CARDOSO,SP,12371,7354,3171,3459
CARAGUATATUBA,SP,125194,80474,28924,40760
CASA BRANCA,SP,30655,15282,4479,8738
CÁSSIA DOS COQUEIROS,SP,2488,2044,855,909
CASTILHO,SP,21521,11977,6147,4554
CATIGUÁ,SP,7905,4730,1425,2726
CARAPICUÍBA,SP,405375,235022,110774,85103
CATANDUVA,SP,123114,69360,18919,41207
CAMPINAS,SP,1223237,685849,259973,320684
CEDRAL,SP,9452,5826,1471,3659
GUAPIAÇU,SP,22087,12428,4067,6834
CERQUEIRA CÉSAR,SP,20391,11537,4068,5782
CERQUILHO,SP,50631,28557,6860,17471
CESÁRIO LANGE,SP,18595,10575,2715,6121
CHARQUEADA,SP,17539,10231,2842,6220
PIRACICABA,SP,410275,239692,66935,139075
CHAVANTES,SP,12418,7317,2625,3798
CLEMENTINA,SP,8894,3810,1267,2197
COLINA,SP,18601,11171,4739,4967
COLÔMBIA,SP,6223,4278,1918,1955
CONCHAL,SP,28491,17704,4435,11423
CONCHAS,SP,18138,9781,2598,5867
CORDEIRÓPOLIS,SP,25116,15751,4790,8858
COROADOS,SP,6197,3336,985,2073
CORONEL MACEDO,SP,4591,2943,1672,976
TAQUARITUBA,SP,23292,14261,5974,6453
CORUMBATAÍ,SP,4072,2758,710,1647
COSMORAMA,SP,7289,5583,2066,3077
COSMÓPOLIS,SP,74662,35839,13507,17726
COTIA,SP,257882,149300,65283,57580
CRAVINHOS,SP,35858,20680,5988,11579
CRISTAIS PAULISTA,SP,8803,5775,2193,2863
CRUZÁLIA,SP,2021,1660,560,917
CRUZEIRO,SP,82895,46432,16148,22497
CUNHA,SP,21373,14051,5642,6496
CUBATÃO,SP,132521,74357,34848,29477
DESCALVADO,SP,34097,19406,5151,10961
DIVINOLÂNDIA,SP,11027,7752,2168,4445
DOBRADA,SP,9088,5171,2634,1919
DIADEMA,SP,429550,271899,144525,84519
DOIS CÓRREGOS,SP,27704,14444,4417,8201
DOLCINÓPOLIS,SP,2108,1738,994,586
DOURADO,SP,8883,5563,2074,2598
DRACENA,SP,47287,26553,6933,16753
ALTO PARAÍSO,RO,22258,8627,2042,6020
DUARTINA,SP,12421,7905,2915,4023
DUMONT,SP,10174,5749,1888,3232
ECHAPORÃ,SP,6026,4022,1377,2248
ELDORADO,SP,15592,8221,3509,3975
ELIAS FAUSTO,SP,18095,11094,3224,6503
EMBU-GUAÇU,SP,70402,42015,18458,15845
ESTRELA D'OESTE,SP,8420,5542,1649,3180
ESTRELA DO NORTE,SP,2774,2196,1128,849
FARTURA,SP,16102,9974,4143,4514
EMBU DAS ARTES,SP,279264,164565,83277,53933
FERNANDO PRESTES,SP,5805,3976,1229,2277
FERNANDÓPOLIS,SP,69680,39951,13603,21512
FLORA RICA,SP,1397,1145,563,509
FLOREAL,SP,2884,2139,862,1045
FERRAZ DE VASCONCELOS,SP,198661,106791,52030,37178
FLÓRIDA PAULISTA,SP,14936,5908,2054,3290
MARIÁPOLIS,SP,4098,2658,1037,1326
FLORÍNEA,SP,2631,2130,1021,905
FRANCISCO MORATO,SP,179372,101537,55240,31939
FRANCA,SP,358539,192307,61466,103412
PATROCÍNIO PAULISTA,SP,14941,10649,3709,5536
FRANCO DA ROCHA,SP,158438,82556,40231,29718
GABRIEL MONTEIRO,SP,2776,2095,546,1308
GÁLIA,SP,6419,3916,1838,1609
GASTÃO VIDIGAL,SP,4911,2326,1229,879
GARÇA,SP,44429,26479,7518,15286
GENERAL SALGADO,SP,10855,6421,2130,3632
GETULINA,SP,11485,5535,2230,2713
GLICÉRIO,SP,4842,2984,1178,1556
GUAIÇARA,SP,12416,6419,2384,3298
GUAIMBÊ,SP,5806,3570,1560,1549
GUAÍRA,SP,41283,21151,7224,11247
GUAPIARA,SP,16896,10943,5763,4034
GUARÁ,SP,21394,11509,5445,4806
GUARAÇAÍ,SP,8258,5050,1666,2877
GUARACI,SP,11382,6435,3091,2682
GUARANI D'OESTE,SP,1996,1346,661,541
GUARANTÃ,SP,6685,3897,1409,2102
GUARAREMA,SP,30465,20198,6456,10917
GUARARAPES,SP,33257,18728,5512,11024
RIO CRESPO,RO,3843,2389,599,1640
GUARATINGUETÁ,SP,123192,75030,22274,41721
GUAREÍ,SP,19244,7554,2328,4028
GUARIBA,SP,40857,23456,9743,10823
PRADÓPOLIS,SP,22239,10467,3916,5111
GUARUJÁ,SP,324977,187989,72573,87911
HERCULÂNDIA,SP,9649,5506,2020,2945
IACRI,SP,6269,3943,1214,2335
IACANGA,SP,12002,6731,2098,3943
IBATÉ,SP,35830,20266,8432,8646
GUARULHOS,SP,1404694,779080,311756,331178
IBIRÁ,SP,12639,7234,2100,4369
IBIRAREMA,SP,7926,4107,1142,2505
IBITINGA,SP,61150,33714,10565,19051
IBIÚNA,SP,80062,47781,13710,25646
ICÉM,SP,8363,4841,2146,2220
IEPÊ,SP,8228,4959,1842,2670
IGARAÇU DO TIETÊ,SP,24821,14763,5316,7078
IGARATÁ,SP,9631,7000,2318,3659
ILHABELA,SP,36194,21984,8391,10582
SÃO SEBASTIÃO,SP,91637,51795,22949,22218
INDIANA,SP,4873,3302,1105,1870
INÚBIA PAULISTA,SP,4045,2762,704,1794
INDIAPORÃ,SP,3876,2474,1141,1099
IPAUSSU,SP,15165,8328,2786,4415
IPERÓ,SP,38771,16545,6964,7110
INDAIATUBA,SP,260690,150660,45933,80147
IPEÚNA,SP,7824,4391,1202,2716
IPORANGA,SP,4180,2429,1279,853
IPUÃ,SP,16794,9067,4636,3640
IRAPUÃ,SP,8101,4181,1146,2706
IRACEMÁPOLIS,SP,24982,14855,4206,9083
IRAPURU,SP,8356,3731,1341,1966
ITABERÁ,SP,17405,11137,4831,5145
ITAÍ,SP,27632,13352,6206,5450
ITAJOBI,SP,15331,10421,2481,6892
ITAJU,SP,3937,2364,799,1319
ITANHAÉM,SP,104351,60973,24162,27950
CORUMBIARA,RO,7052,4405,1520,2493
ITAPEVA,SP,95241,54583,18108,29115
ITAPETININGA,SP,167106,90579,25581,51191
SARAPUÍ,SP,10493,6261,2414,2934
ITAPIRA,SP,75683,44333,12168,24638
ITAPEVI,SP,244131,130387,65327,44409
ITÁPOLIS,SP,43536,22692,6200,13798
ITAPORANGA,SP,15197,8509,3237,4301
ITAPUÍ,SP,14297,7869,2932,3953
ITAPURA,SP,4994,2628,1721,589
ITARIRI,SP,17754,7199,2475,3908
ITARARÉ,SP,50778,26414,8638,13921
ITAQUAQUECETUBA,SP,379082,199321,93775,72868
ITATIBA,SP,124254,67967,19338,37409
ITIRAPINA,SP,18610,7903,2961,3995
ITIRAPUÃ,SP,6587,3569,1768,1428
ITOBI,SP,7862,4920,2022,2302
JABORANDI,SP,6963,4201,1876,1920
ITUPEVA,SP,64330,35820,11532,19034
ITUVERAVA,SP,42259,21743,7924,11363
JABOTICABAL,SP,78029,40649,12713,22218
JACAREÍ,SP,237119,138841,44402,71611
JACI,SP,7322,4494,1643,2315
JACUPIRANGA,SP,17911,9582,2799,5772
JAGUARIÚNA,SP,59921,35187,10736,18943
JALES,SP,49291,29429,8221,17315
JAMBEIRO,SP,6828,3951,1341,2075
JARDINÓPOLIS,SP,45544,22467,6812,12716
JARINU,SP,31173,19867,6486,10780
JANDIRA,SP,127734,64429,28770,25078
JERIQUARA,SP,3143,2487,1221,1047
JAÚ,SP,153463,82290,19992,51027
JOANÓPOLIS,SP,13453,7765,2232,4425
JOÃO RAMALHO,SP,4577,2732,1151,1288
JÚLIO MESQUITA,SP,4824,3015,1541,1188
JOSÉ BONIFÁCIO,SP,37707,21634,6792,12381
JUNQUEIRÓPOLIS,SP,20978,10812,3257,6269
JUNDIAÍ,SP,426935,266802,80324,138414
JUQUIÁ,SP,18627,11381,3943,6149
JUQUITIBA,SP,31844,18153,8038,7395
LAGOINHA,SP,4882,4215,1532,1875
LARANJAL PAULISTA,SP,29047,16625,4206,10438
MONTE NEGRO,RO,16158,7305,1816,4969
LAVÍNIA,SP,12581,3058,1293,1421
LAVRINHAS,SP,7361,5061,2241,2097
LEME,SP,105273,58777,17762,32298
LENÇÓIS PAULISTA,SP,69533,40416,9105,25913
LINDÓIA,SP,8201,4672,1264,2877
LIMEIRA,SP,310783,182457,42807,116868
LINS,SP,78978,42957,10737,26867
LOUVEIRA,SP,51007,30666,9798,16703
LUCÉLIA,SP,22022,10431,3389,5736
LORENA,SP,89532,50320,15040,27742
LUCIANÓPOLIS,SP,2412,1693,780,767
LUÍS ANTÔNIO,SP,15628,7696,3302,3384
LUIZIÂNIA,SP,5918,3031,1240,1502
LUPÉRCIO,SP,4608,2675,1193,1229
LUTÉCIA,SP,2623,1928,865,919
MACATUBA,SP,17263,10291,2922,6070
PEDERNEIRAS,SP,47523,27178,7657,16292
MACAUBAL,SP,8174,4886,1277,2972
MACEDÔNIA,SP,3686,2843,1051,1486
MAGDA,SP,3086,2182,877,1097
MAIRINQUE,SP,47723,30946,11892,13562
MAIRIPORÃ,SP,103645,51549,17784,25893
MANDURI,SP,9972,5759,2007,2853
MARABÁ PAULISTA,SP,6039,2323,1305,800
MARACAÍ,SP,14069,8617,2943,4833
MARINÓPOLIS,SP,2101,1427,608,668
MARTINÓPOLIS,SP,26791,14400,4944,7885
MATÃO,SP,84069,52222,18195,26555
MARÍLIA,SP,242249,139444,37724,83212
MAUÁ,SP,481725,253728,116755,92196
MERIDIANO,SP,3813,2965,1136,1448
MIGUELÓPOLIS,SP,22480,11677,5443,5281
