MUNICIPIO,ESTADO,POPULACAOESTIMADA,TOTALCOMPARECIMENTOS,VOTOSLULA,VOTOSBOLSONARO
MINEIROS DO TIETÊ,SP,13023,7193,1937,4214
MIRACATU,SP,19511,11460,3876,6345
MIRA ESTRELA,SP,3125,1846,742,906
MIRANDÓPOLIS,SP,29844,14332,4021,8615
MIRANTE DO PARANAPANEMA,SP,18415,9919,5551,3529
MIRASSOL,SP,60768,35019,9989,20478
MIRASSOLÂNDIA,SP,4966,3239,1083,1790
CAMPO NOVO DE RONDÔNIA,RO,14391,5564,1489,3647
MOCOCA,SP,69072,38720,11594,20952
MOGI MIRIM,SP,94098,55145,13834,32834
MOMBUCA,SP,3523,2565,750,1511
MONÇÕES,SP,2274,1613,576,806
MOGI DAS CRUZES,SP,455587,263049,95769,117687
MONGAGUÁ,SP,58567,35284,15100,15084
MONTE APRAZÍVEL,SP,25651,13563,4388,7499
MONTE ALTO,SP,51039,28692,7611,16803
MONTE AZUL PAULISTA,SP,18928,11404,3512,6442
MONTE CASTELO,SP,4166,3005,1348,1417
MONTEIRO LOBATO,SP,4739,3071,1286,1386
MONTE MOR,SP,61707,36317,14720,16563
MORRO AGUDO,SP,33598,16190,6393,7846
MORUNGABA,SP,13936,8636,2516,4891
MURUTINGA DO SUL,SP,4525,2729,964,1503
NARANDIBA,SP,4950,3245,1626,1319
NATIVIDADE DA SERRA,SP,6624,4339,1535,2206
NEVES PAULISTA,SP,8917,5939,2105,3076
NAZARÉ PAULISTA,SP,18866,11467,3793,5805
NHANDEARA,SP,11575,6154,1736,3756
NIPOÃ,SP,5381,2974,1175,1523
NOVA ALIANÇA,SP,7161,3848,1220,2211
NOVA EUROPA,SP,11519,6000,3035,2260
NOVA GUATAPORANGA,SP,2333,1503,713,654
NOVA GRANADA,SP,21871,11997,5130,5574
NOVA INDEPENDÊNCIA,SP,4135,2609,1145,1238
NOVA LUZITÂNIA,SP,4217,2181,1092,872
NOVO HORIZONTE,SP,41765,22064,6223,13622
NOVA ODESSA,SP,61716,38275,12583,20467
NUPORANGA,SP,7522,4670,1574,2530
OCAUÇU,SP,4294,2686,1125,1268
ÓLEO,SP,2447,1927,622,1038
ONDA VERDE,SP,4462,3273,1270,1618
OLÍMPIA,SP,55477,32775,10360,18600
ORIENTE,SP,6569,4156,1466,2201
ORINDIÚVA,SP,7318,3937,1762,1735
OSCAR BRESSANE,SP,2603,1693,474,1040
PARAGUAÇU PAULISTA,SP,46180,24312,9139,12439
ORLÂNDIA,SP,44682,23992,8019,12417
OSASCO,SP,701428,465510,201512,181758
OSVALDO CRUZ,SP,33118,18133,4820,11123
OURINHOS,SP,115139,61323,20772,32696
OURO VERDE,SP,8676,4718,2223,2077
PACAEMBU,SP,14326,6204,1935,3522
PALESTINA,SP,13285,6937,2508,3653
PALMARES PAULISTA,SP,13691,6348,2745,2838
PALMEIRA D'OESTE,SP,9173,5772,2097,3038
PALMITAL,SP,22322,13023,4272,7310
PANORAMA,SP,15944,8117,2981,4328
SÃO JOÃO DO PAU D'ALHO,SP,2095,1814,897,741
PARAIBUNA,SP,18302,10848,4692,4818
PARAÍSO,SP,6536,3782,1199,2075
PARANAPANEMA,SP,20588,10958,4485,5383
PARANAPUÃ,SP,4112,2832,1133,1421
PARAPUÃ,SP,10934,6222,2050,3480
PARDINHO,SP,6579,4430,1562,2281
PARIQUERA-AÇU,SP,19797,11543,3274,6852
PAULICÉIA,SP,7540,4538,1646,2502
PAULO DE FARIA,SP,8973,4742,2252,2018
PAULÍNIA,SP,114508,67297,23899,33587
PEDRA BELA,SP,6127,3999,1497,1900
PEDRANÓPOLIS,SP,2468,1916,778,938
PEDREGULHO,SP,16876,9596,4899,3790
PEDRO DE TOLEDO,SP,11507,5694,2310,2660
PEDREIRA,SP,48992,27293,6751,16529
PEREIRA BARRETO,SP,25685,14384,5436,7117
PENÁPOLIS,SP,64098,35338,10996,20175
PEREIRAS,SP,8875,5066,1849,2526
PIACATU,SP,6093,3674,1300,2020
PERUÍBE,SP,69697,43187,15948,21049
PIEDADE,SP,55731,31962,10035,16794
PILAR DO SUL,SP,29612,18137,5766,9888
PINDAMONHANGABA,SP,171885,95456,29521,50638
PINDORAMA,SP,17378,8700,2652,4971
PIQUEROBI,SP,3706,2387,1102,1060
ESPÍRITO SANTO DO PINHAL,SP,44607,24938,7944,13157
PINHALZINHO,SP,15564,8821,2535,4891
PIQUETE,SP,13495,7949,2362,4329
PIRACAIA,SP,27617,17402,4800,9784
PIRAJU,SP,29930,17611,6338,8705
PIRAJUÍ,SP,25939,11968,3739,6833
PIRANGI,SP,11524,6559,1904,3868
PIRAPORA DO BOM JESUS,SP,19453,10731,5321,3898
PIRAPOZINHO,SP,27974,15716,5619,8133
PIRASSUNUNGA,SP,77330,45047,11455,26513
PITANGUEIRAS,SP,40430,20293,8469,9407
PIRATININGA,SP,13890,7773,2110,4566
PLANALTO,SP,5370,3152,1432,1463
PLATINA,SP,3606,2111,696,1215
POLONI,SP,6166,3477,1183,1905
POMPÉIA,SP,22326,13152,3474,8274
PONGAÍ,SP,3385,2388,688,1527
POÁ,SP,119221,75498,31644,30920
PONTES GESTAL,SP,2576,1777,698,914
PONTAL,SP,51717,23200,9886,10083
POPULINA,SP,4136,2923,1529,1094
TATUÍ,SP,124134,69338,19699,38260
PORANGABA,SP,10205,5258,1902,2606
PORTO FELIZ,SP,53698,32652,9112,19160
PORTO FERREIRA,SP,56848,32419,8680,18330
POTIRENDABA,SP,17668,10906,3450,6262
PRESIDENTE ALVES,SP,4067,2417,897,1228
PRESIDENTE BERNARDES,SP,12943,8165,2988,4399
PRESIDENTE EPITÁCIO,SP,44572,22725,8499,11570
PRAIA GRANDE,SP,336454,189558,69296,93188
PRESIDENTE VENCESLAU,SP,39648,21341,6300,12542
PRESIDENTE PRUDENTE,SP,231953,134855,38227,80615
PROMISSÃO,SP,41211,20524,7709,10620
QUEIROZ,SP,3513,2426,1042,1185
QUATÁ,SP,14309,7996,2696,4427
QUELUZ,SP,13788,5693,2830,2207
QUINTANA,SP,6736,4275,1596,2273
RAFARD,SP,9126,5656,1495,3486
RANCHARIA,SP,29743,18107,6949,8855
REDENÇÃO DA SERRA,SP,3827,3144,1279,1427
REGENTE FEIJÓ,SP,20523,12423,4179,6866
RESTINGA,SP,7762,5175,2439,2294
REGISTRO,SP,56463,35780,11887,19466
RIBEIRA,SP,3320,2141,1197,752
RIBEIRÃO BONITO,SP,13376,6661,2671,3066
RIBEIRÃO BRANCO,SP,15984,11331,5475,4680
RIBEIRÃO CORRENTE,SP,4786,3268,1396,1586
RIBEIRÃO DO SUL,SP,4537,3180,1452,1452
RIVERSUL,SP,5364,3558,1567,1542
RIBEIRÃO PIRES,SP,125238,72249,29535,29054
RIFAINA,SP,3651,3414,1533,1626
RINCÃO,SP,10824,5851,2895,2249
RINÓPOLIS,SP,9940,5838,1712,3477
VALE DO ANARI,RO,11545,4739,1306,3061
RIO DAS PEDRAS,SP,36233,20233,6137,11631
RIBEIRÃO PRETO,SP,720116,361374,125555,180226
RIO CLARO,SP,209548,122259,33920,69596
RIO GRANDE DA SERRA,SP,52009,27942,13596,9594
RIOLÂNDIA,SP,12856,5598,2751,2449
RUBIÁCEA,SP,3195,1873,658,993
RUBINÉIA,SP,3191,2436,852,1322
SABINO,SP,5638,3329,1313,1656
SAGRES,SP,2427,1620,734,673
SALES,SP,6481,3928,1004,2557
SALES OLIVEIRA,SP,12103,6775,2192,3730
SALESÓPOLIS,SP,17363,11966,4018,5804
SALMOURÃO,SP,5372,2844,1133,1464
ÁGUA DOCE DO MARANHÃO,MA,12731,7834,6181,1065
ARAIOSES,MA,47095,25231,19599,3350
SALTO DE PIRAPORA,SP,46285,24442,8862,11726
SALTO GRANDE,SP,9396,5185,1940,2592
PARECIS,RO,6319,2489,957,1346
SALTO,SP,120779,76803,25788,39008
SANDOVALINA,SP,4405,2623,1562,863
AFONSO CUNHA,MA,6631,5426,4605,530
SANTA ADÉLIA,SP,15639,8790,3028,4617
SANTA ALBERTINA,SP,6036,4076,1442,2194
SANTA BÁRBARA D'OESTE,SP,195278,116558,34471,64676
ÁGUAS DE SANTA BÁRBARA,SP,6142,3899,1210,2190
SANTA BRANCA,SP,14925,9337,3116,4765
ALTO ALEGRE DO MARANHÃO,MA,28066,13574,10173,2472
SÃO LUÍS GONZAGA DO MARANHÃO,MA,18600,12665,10241,1624
SANTA CLARA D'OESTE,SP,2111,1541,630,787
SANTA CRUZ DA CONCEIÇÃO,SP,4584,3230,855,1982
SANTA CRUZ DAS PALMEIRAS,SP,35102,16936,5725,8866
SANTA CRUZ DO RIO PARDO,SP,48207,26725,6545,16884
SANTA ERNESTINA,SP,5577,4114,1794,1905
ALCÂNTARA,MA,22126,13322,10006,2288
SANTA GERTRUDES,SP,27850,15266,4664,8755
SANTA FÉ DO SUL,SP,32796,20049,5692,11880
SANTA ISABEL,SP,58529,33879,11398,17120
SANTA LÚCIA,SP,8889,5202,2721,1756
SANTA MARIA DA SERRA,SP,6298,3307,1110,1828
SANTA MERCEDES,SP,2947,1975,884,905
SANTANA DE PARNAÍBA,SP,145073,81695,31423,34978
ALTO ALEGRE DO PINDARÉ,MA,31967,16141,12499,2500
SANTA RITA D'OESTE,SP,2476,1903,746,929
SANTA RITA DO PASSA QUATRO,SP,27641,15495,4016,9223
SANTA ROSA DE VITERBO,SP,26960,14572,5505,6677
SANTO ANASTÁCIO,SP,20855,11958,4412,6251
ALDEIAS ALTAS,MA,26979,13871,10724,1898
SANTO ANTÔNIO DA ALEGRIA,SP,7024,4388,1759,2025
SANTO ANTÔNIO DE POSSE,SP,23742,13392,4089,7677
SANTO ANTÔNIO DO JARDIM,SP,5926,4113,1320,2190
APICUM-AÇU,MA,17582,10310,7188,2454
SANTO ANTÔNIO DO PINHAL,SP,6843,4947,1718,2369
SANTO EXPEDITO,SP,3159,2150,954,1006
ALTAMIRA DO MARANHÃO,MA,8250,4025,2905,824
SÃO BENTO DO SAPUCAÍ,SP,10907,7314,2269,3768
SANTO ANDRÉ,SP,723889,461027,185501,188805
SANTOS,SP,433991,272513,99198,126156
AMAPÁ DO MARANHÃO,MA,7047,4227,3016,903
SÃO FRANCISCO,SP,2813,1907,781,900
SÃO CAETANO DO SUL,SP,162763,119138,38172,57617
SÃO JOÃO DAS DUAS PONTES,SP,2555,1782,945,645
SÃO CARLOS,SP,256915,150690,60894,63581
SÃO JOÃO DA BOA VISTA,SP,92315,54530,16227,30139
SÃO JOSÉ DA BELA VISTA,SP,8991,5049,2476,2054
SÃO JOAQUIM DA BARRA,SP,52737,28855,11969,13007
SÃO JOSÉ DO BARREIRO,SP,4141,2947,1572,1056
SÃO BERNARDO DO CAMPO,SP,849874,516266,240348,185834
SÃO JOSÉ DO RIO PARDO,SP,55298,31432,9972,16813
ALTO PARNAÍBA,MA,11233,6144,4010,1653
SÃO FELIPE D'OESTE,RO,4962,3420,1017,2061
ARAGUANÃ,MA,15675,6210,4801,1027
SÃO JOSÉ DO RIO PRETO,SP,469173,268114,75320,156389
SÃO MANUEL,SP,41287,24040,7903,12415
SÃO MIGUEL ARCANJO,SP,33071,19566,6723,9754
SÃO JOSÉ DOS CAMPOS,SP,737310,446105,143732,233683
AMARANTE DO MARANHÃO,MA,42017,19905,10974,7375
SÍTIO NOVO,MA,18237,11789,7466,3378
SÃO PEDRO DO TURVO,SP,7724,4464,1766,2292
SÃO ROQUE,SP,93076,47595,17445,21364
SÃO SEBASTIÃO DA GRAMA,SP,12137,6693,2326,3407
SÃO SIMÃO,SP,15446,9128,3207,4522
SARUTAIÁ,SP,3623,2456,1307,923
SEBASTIANÓPOLIS DO SUL,SP,3595,2380,745,1324
BACABEIRA,MA,17446,11907,8952,2033
SERRA AZUL,SP,15292,5976,2964,2417
SÃO VICENTE,SP,370839,201046,81780,90072
SERRANA,SP,46166,26857,11182,12388
SERRA NEGRA,SP,29669,17544,4911,10141
ANAJATUBA,MA,27170,14543,11469,2042
MIRANDA DO NORTE,MA,29121,12222,8732,2649
SERTÃOZINHO,SP,128432,74459,28589,35044
SETE BARRAS,SP,12731,7294,2654,3898
SEVERÍNIA,SP,17820,9616,3630,4875
SILVEIRAS,SP,6375,4221,1748,1798
BACURITUBA,MA,5696,3891,3257,369
SOCORRO,SP,41690,24017,5230,15442
SUD MENNUCCI,SP,7738,4827,2206,2160
SUMARÉ,SP,289875,155995,60453,75666
SOROCABA,SP,695328,421338,141106,213183
TABAPUÃ,SP,12561,7305,2096,4323
ANAPURUS,MA,16054,11270,8398,1926
TABATINGA,SP,16787,8828,3430,4325
SUZANO,SP,303397,183433,73864,77397
TACIBA,SP,6371,4151,1995,1806
TABOÃO DA SERRA,SP,297528,178447,90000,57614
BELÁGUA,MA,7586,5975,5145,520
TAGUAÍ,SP,14415,7290,2828,3739
TAIAÇU,SP,6346,3674,1609,1644
TAIÚVA,SP,5562,3591,1068,2101
TAMBAÚ,SP,23255,12650,4793,5960
TANABI,SP,26231,15952,4984,9304
TAPIRAÍ,SP,7725,4600,1582,2361
TAQUARITINGA,SP,57547,30093,10672,15526
SÃO PAULO,SP,12396372,7321143,3276512,2618593
TARABAI,SP,7609,4243,2154,1679
TEJUPÁ,SP,4452,2813,1408,1147
TEODORO SAMPAIO,SP,23395,13233,6673,5329
TAUBATÉ,SP,320820,185750,53433,102993
BELA VISTA DO MARANHÃO,MA,11347,7446,5591,1408
TERRA ROXA,SP,9502,5048,1960,2508
TIETÊ,SP,42946,23641,6093,14031
TIMBURI,SP,2647,1852,766,815
TORRINHA,SP,10100,5699,1465,3520
ARARI,MA,30014,18078,12970,3602
TRÊS FRONTEIRAS,SP,5856,3803,1393,2000
BERNARDO DO MEARIM,MA,6102,4047,2872,875
TREMEMBÉ,SP,48228,23707,7149,12947
TUPÃ,SP,65615,37430,9722,23255
TUPI PAULISTA,SP,15670,8517,2695,4861
TURMALINA,SP,1667,1428,697,562
UBIRAJARA,SP,4828,3170,1303,1617
UCHOA,SP,10191,6400,2268,3316
UBATUBA,SP,92819,56124,18491,30761
UNIÃO PAULISTA,SP,1886,1232,512,623
URÂNIA,SP,9125,5489,1845,3002
AXIXÁ,MA,12234,8339,6314,1480
VALENTIM GENTIL,SP,13732,8224,2817,4473
URUPÊS,SP,13965,8372,2309,5192
CACHOEIRA GRANDE,MA,9524,6515,5097,1050
VALINHOS,SP,133169,75302,22190,40503
VALPARAÍSO,SP,27154,12381,4517,6770
VARGEM GRANDE DO SUL,SP,43368,24376,7324,13351
VÁRZEA PAULISTA,SP,124269,68010,25023,32646
BACABAL,MA,105094,53705,33396,16084
VERA CRUZ,SP,10804,6378,2141,3422
VINHEDO,SP,81516,50546,13899,28569
VIRADOURO,SP,19133,10728,3366,6252
VISTA ALEGRE DO ALTO,SP,9163,4758,1777,2491
DAVINÓPOLIS,MA,12923,9040,5560,2852
VOTORANTIM,SP,124468,73194,25473,37026
VOTUPORANGA,SP,96106,54760,15407,32174
BACURI,MA,18726,10750,8637,1475
BOM JESUS DAS SELVAS,MA,35095,16424,10582,4833
VARGEM GRANDE PAULISTA,SP,54315,32744,13049,14077
PRIMAVERA DE RONDÔNIA,RO,2697,2267,581,1486
BOM LUGAR,MA,16578,8830,6592,1828
BALSAS,MA,96951,50714,25438,21167
BARÃO DE GRAJAÚ,MA,19026,11383,9254,1162
ABREULÂNDIA,TO,2609,1899,1052,736
PIRAQUÊ,TO,3038,1801,1006,617
RIACHINHO,TO,4723,2911,1744,987
DARCINÓPOLIS,TO,6250,3303,1988,1068
PALMEIRAS DO TOCANTINS,TO,6830,3341,1966,1105
MAURILÂNDIA DO TOCANTINS,TO,3470,2339,1637,492
SÃO MIGUEL DO TOCANTINS,TO,12445,6922,4276,2143
CACHOEIRINHA,TO,2293,1455,877,453
BREJO DE AREIA,MA,8841,5551,3928,1117
ANGICO,TO,3475,1881,1038,659
SANTA TEREZINHA DO TOCANTINS,TO,2530,1963,1160,608
PALMEIRANTE,TO,6234,3106,1968,889
CAMPOS LINDOS,TO,10505,5096,3210,1489
LAGOA DO TOCANTINS,TO,4470,2466,1567,707
SÃO FÉLIX DO TOCANTINS,TO,1610,1275,853,309
SANTA MARIA DO TOCANTINS,TO,3537,2037,1101,789
BOM JESUS DO TOCANTINS,TO,5120,2655,1409,1059
NOVO ALEGRE,TO,2332,1623,970,538
BARRA DO CORDA,MA,88895,46775,29316,14318
SANDOLÂNDIA,TO,3371,2715,1258,1244
PORTO ALEGRE DO TOCANTINS,TO,3200,1996,1318,470
TAIPAS DO TOCANTINS,TO,2183,1182,820,254
NOVO JARDIM,TO,2768,1709,1109,440
TABOCÃO,TO,2615,2443,1270,964
ITAPIRATINS,TO,3814,2684,1608,840
CENTENÁRIO,TO,2966,1538,974,452
RECURSOLÂNDIA,TO,4389,2349,1615,550
BOA VISTA DO GURUPI,MA,8494,4290,3002,1013
MARACAÇUMÉ,MA,21773,11868,7803,3166
TUPIRATINS,TO,2785,1428,898,405
BRASILÂNDIA DO TOCANTINS,TO,2221,1517,851,558
JUARINA,TO,2174,1722,936,663
PAU D'ARCO,TO,4885,2709,1420,1124
MATEIROS,TO,2773,1602,1018,461
SÃO BENTO DO TOCANTINS,TO,5457,3619,2411,949
CARIRI DO TOCANTINS,TO,4499,2834,1413,1219
ESPERANTINA,TO,11280,4742,3242,1192
ARAGUANÃ,TO,5856,2889,1396,1328
BARREIRINHAS,MA,63891,37705,28657,6349
SÃO LUÍS,MA,1115932,634781,347260,210682
CARMOLÂNDIA,TO,2627,1911,1098,639
ARAGOMINAS,TO,5705,3635,2201,1190
MURICILÂNDIA,TO,3623,2209,1363,701
JAÚ DO TOCANTINS,TO,3906,2234,1211,881
SUCUPIRA,TO,2007,1363,694,548
SANTA FÉ DO ARAGUAIA,TO,7678,4190,2308,1580
SÃO SALVADOR DO TOCANTINS,TO,3106,1763,1174,436
LAGOA DA CONFUSÃO,TO,13989,6810,3345,3071
LAJEADO,TO,3199,2585,1313,1082
BURITICUPU,MA,73595,30356,19730,8762
SANTA INÊS,MA,89927,51426,32409,15101
RIO DOS BOIS,TO,2879,2035,1220,655
CARRASCO BONITO,TO,4165,2432,1553,720
RIO DA CONCEIÇÃO,TO,2211,1558,1000,443
TUPIRAMA,TO,1952,1540,881,517
PALMAS,TO,313349,164333,61252,88034
CHAPADA DA NATIVIDADE,TO,3330,2228,1581,448
TALISMÃ,TO,2831,1980,1045,809
AGUIARNÓPOLIS,TO,7049,3062,1862,966
SANTA RITA DO TOCANTINS,TO,2407,1675,831,711
LUZINÓPOLIS,TO,3200,2066,1234,681
CRIXÁS DO TOCANTINS,TO,1749,1150,615,466
GURUPI,TO,88428,46948,18155,24152
MONTE SANTO DO TOCANTINS,TO,2311,1937,824,978
PUGMIL,TO,2746,1668,741,783
NOVA IORQUE,MA,4682,3388,2642,541
BENEDITO LEITE,MA,5643,2893,2179,508
BANDEIRANTES DO TOCANTINS,TO,3631,2225,1044,1055
IPUEIRAS,TO,2088,1457,1023,344
LAVANDEIRA,TO,1984,1429,869,441
ALTO ALEGRE DOS PARECIS,RO,13268,6461,1957,3961
BARRA DO OURO,TO,4673,2910,1812,864
BURITIRANA,MA,15503,8906,5230,3026
BEQUIMÃO,MA,21317,13639,10475,1990
PERI MIRIM,MA,14371,9121,7097,1428
CAMPESTRE DO MARANHÃO,MA,14530,7452,4984,2023
GODOY MOREIRA,PR,2850,2149,1217,719
BREJO,MA,36900,18538,14013,3243
SANTA QUITÉRIA DO MARANHÃO,MA,25884,16528,12702,2522
ABATIÁ,PR,7360,4524,1858,2308
SANTO ANTÔNIO DA PLATINA,PR,46503,25999,8748,14496
IBEMA,PR,6387,3788,1820,1649
CATANDUVAS,PR,10144,5767,2382,2860
TRÊS BARRAS DO PARANÁ,PR,12036,7453,3085,3833
ADRIANÓPOLIS,PR,5797,4172,2414,1379
CAPINZAL DO NORTE,MA,10937,7127,4984,1532
LINDOESTE,PR,4488,3996,2173,1529
OURO VERDE DO OESTE,PR,6036,4052,1420,2274
AGUDOS DO SUL,PR,9567,6638,2377,3608
ALMIRANTE TAMANDARÉ,PR,121420,59992,23050,28400
SANTA TEREZA DO OESTE,PR,10055,7581,2950,3954
ALTO PARANÁ,PR,14945,8300,3509,4030
ANAHY,PR,2774,2192,1049,922
ALTO PIQUIRI,PR,9722,6038,2965,2565
BURITI,MA,28916,16718,13785,1691
ÂNGULO,PR,2931,2485,822,1427
ALVORADA DO SUL,PR,11598,5837,2192,3182
BOA ESPERANÇA DO IGUAÇU,PR,2437,1985,1200,636
AMAPORÃ,PR,6405,3250,1570,1375
BOM SUCESSO DO SUL,PR,3244,2507,914,1428
BRASILÂNDIA DO SUL,PR,2521,2222,1138,895
REALEZA,PR,16976,12681,5299,6443
AMPÉRE,PR,19466,11377,6249,4284
CENTRAL DO MARANHÃO,MA,8806,5478,4628,468
CAFEZAL DO SUL,PR,3975,3507,1316,1891
ANDIRÁ,PR,19823,12868,4972,6589
ANTONINA,PR,18919,11877,3817,6765
CANDÓI,PR,16126,9377,5035,3607
CRUZEIRO DO IGUAÇU,PR,4229,2984,1598,1194
DIAMANTE DO SUL,PR,3409,2490,1201,1137
ENTRE RIOS DO OESTE,PR,4651,3093,771,2159
ARAPOTI,PR,28480,15008,4601,8864
ARAPONGAS,PR,126545,67121,14401,45033
APUCARANA,PR,137438,75388,20168,45398
FAROL,PR,2995,2280,1066,1026
ARARUNA,PR,14029,8996,3423,4680
FAZENDA RIO GRANDE,PR,103750,65632,24116,32652
MARILÂNDIA DO SUL,PR,8793,5784,1853,3297
FLOR DA SERRA DO SUL,PR,4583,3507,1817,1441
MARMELEIRO,PR,14407,9739,4769,4184
ASSAÍ,PR,14792,9729,2646,5985
NOVA AMÉRICA DA COLINA,PR,3424,2676,1135,1304
IGUATU,PR,2251,1658,838,724
ARAUCÁRIA,PR,148522,85834,35403,37999
BURITI BRAVO,MA,23993,13453,10679,1676
ASTORGA,PR,26304,15783,4037,10339
IGUARAÇU,PR,4475,3409,1193,1936
NOVA UNIÃO,RO,6822,4132,1749,2129
IRACEMA DO OESTE,PR,2216,1891,923,826
ATALAIA,PR,3871,2699,1049,1416
NOVA ESPERANÇA,PR,28062,16594,5637,9229
NOVO ITACOLOMI,PR,2836,2401,863,1243
BALSA NOVA,PR,13238,9040,3161,4801
CAMPO MAGRO,PR,30151,17087,6648,8235
ITAPERUÇU,PR,29493,17318,9972,5803
BANDEIRANTES,PR,31061,19682,5440,12615
IVATÉ,PR,8294,4511,1959,2178
CENTRO DO GUILHERME,MA,13876,5528,4360,930
GOVERNADOR NUNES FREIRE,MA,25502,12848,8493,3553
BARBOSA FERRAZ,PR,11287,6702,2822,3215
BARRACÃO,PR,10347,6058,2674,2990
MARIPÁ,PR,5562,4261,762,3214
BARRA DO JACARÉ,PR,2781,2171,985,970
MATO RICO,PR,3142,2955,1731,927
BELA VISTA DO PARAÍSO,PR,15400,9686,3412,5344
MAUÁ DA SERRA,PR,10994,6234,2424,3262
CAJAPIÓ,MA,11255,7556,6172,750
BITURUNA,PR,16411,10052,5378,3737
MERCEDES,PR,5617,4104,703,3174
BOA ESPERANÇA,PR,3991,3139,851,2044
NOVA LARANJEIRAS,PR,11462,6285,3565,2341
LARANJEIRAS DO SUL,PR,32167,19716,10361,7730
BOCAIÚVA DO SUL,PR,13308,7586,2990,3684
NOVA SANTA BÁRBARA,PR,4304,2853,1417,1153
BOM SUCESSO,PR,7103,4295,2138,1681
PATO BRAGADO,PR,5755,3758,792,2698
CENTRO NOVO DO MARANHÃO,MA,22056,8611,6484,1529
BORRAZÓPOLIS,PR,6290,5489,2095,2884
PINHAL DE SÃO BENTO,PR,2742,1716,1197,405
CAFEARA,PR,2973,1875,1016,696
PITANGUEIRAS,PR,3298,2063,705,1173
CALIFÓRNIA,PR,8641,5665,1790,3235
QUATRO PONTES,PR,4043,3279,477,2584
CAMBARÁ,PR,25569,14076,5128,7432
RAMILÂNDIA,PR,4500,3289,1578,1475
CAJARI,MA,19521,11535,9537,1363
VIANA,MA,52852,29101,20123,7038
RANCHO ALEGRE D'OESTE,PR,2602,1889,802,937
RIO BONITO DO IGUAÇU,PR,13240,8762,5891,2397
CAMBÉ,PR,108126,60008,16512,35256
CAMBIRA,PR,7967,5121,1710,2872
CAMPINA DA LAGOA,PR,13888,9474,3682,4740
SANTA LÚCIA,PR,3795,2615,1121,1273
CAMPO BONITO,PR,3694,2932,1489,1219
CAMPINA GRANDE DO SUL,PR,44072,27061,9482,14279
CAMPO DO TENENTE,PR,8118,5121,1776,2770
CIDELÂNDIA,MA,14855,8515,5774,2161
SANTA MARIA DO OESTE,PR,9210,6434,3725,2223
SANTA MÔNICA,PR,4052,2191,1146,883
CAMPO LARGO,PR,135678,74911,23731,40538
SÃO MANOEL DO PARANÁ,PR,2165,1616,562,889
CAMPO MOURÃO,PR,96102,55781,19738,29544
SÃO PEDRO DO IGUAÇU,PR,5745,3391,1404,1721
SÃO JOSÉ DAS PALMEIRAS,PR,3601,3375,1588,1472
TUPÃSSI,PR,8105,5816,1565,3816
CÂNDIDO DE ABREU,PR,14606,9219,3842,4339
CAPANEMA,PR,19172,12350,5737,5671
TUNAS DO PARANÁ,PR,9269,4157,1943,1848
CAPITÃO LEÔNIDAS MARQUES,PR,15887,9382,4121,4547
VENTANIA,PR,12267,6134,3121,2399
ALTO PARAÍSO,PR,2630,2269,935,1138
CARLÓPOLIS,PR,14391,9166,3392,4840
DOUTOR ULYSSES,PR,5525,3993,2113,1452
VIRMOND,PR,4051,2913,1298,1342
CASTRO,PR,72125,44651,14885,23547
CÂNDIDO MENDES,MA,20376,12085,8564,2717
LARANJAL,PR,5719,3632,2344,1068
CENTENÁRIO DO SUL,PR,10704,6812,3744,2515
ITAIPULÂNDIA,PR,11588,7672,2877,4355
CASCAVEL,PR,336073,190029,58872,110246
NOVA ESPERANÇA DO SUDOESTE,PR,5014,4005,2266,1439
CONCEIÇÃO DO LAGO-AÇU,MA,16559,8846,6455,1810
CERRO AZUL,PR,17884,10561,5588,3831
CHOPINZINHO,PR,19083,13800,5792,6936
CIANORTE,PR,84980,45620,11573,29090
PINHAIS,PR,134788,77309,25849,40134
SAUDADE DO IGUAÇU,PR,5578,4018,2176,1558
CIDADE GAÚCHA,PR,12939,6609,2864,3202
GUAPOREMA,PR,2239,2023,821,1060
ARIRANHA DO IVAÍ,PR,2026,1625,905,583
MANOEL RIBAS,PR,13517,9435,3294,5361
CLEVELÂNDIA,PR,16344,10238,4942,4542
CANTANHEDE,MA,22236,9629,7550,1446
ITAPECURU MIRIM,MA,69233,35568,26422,6270
MANGUEIRINHA,PR,16572,10691,5568,4380
FOZ DO JORDÃO,PR,4466,3585,2213,1158
ARAPUÃ,PR,2951,2441,1257,957
JARDIM ALEGRE,PR,11067,6631,3039,3044
BOA VENTURA DE SÃO ROQUE,PR,6343,4185,2437,1357
COLOMBO,PR,249277,127054,45132,64155
BOM JESUS DO SUL,PR,3472,2975,1658,1165
COLORADO,PR,24271,14615,6350,6707
NOSSA SENHORA DAS GRAÇAS,PR,4009,2740,1469,1019
CONGONHINHAS,PR,8896,5160,2867,1829
CAMPINA DO SIMÃO,PR,3831,2862,1750,859
CONSELHEIRO MAIRINCK,PR,3891,2390,1086,1053
TEIXEIRÓPOLIS,RO,4160,3046,1106,1746
CONTENDA,PR,19082,10696,4153,5161
CARAMBEÍ,PR,24225,14367,3801,8501
CORBÉLIA,PR,17162,11401,3633,6762
CORONEL DOMINGOS SOARES,PR,7538,3997,2383,1356
CRUZMALTINA,PR,2892,1967,748,1019
FAXINAL,PR,17379,9705,2779,5985
CORNÉLIO PROCÓPIO,PR,47840,28439,9379,15591
